scenario,K,S0,T,r,v0,vp0,kappa1,kappa2,theta,xi1,xi2,rho12,rho13,rho23,delta1,delta2,exercise_dates,euler_steps,paths,method,seed,low_seed,low_paths,runtime_seconds,reference_direct_price,price_direct,se_direct,rel_error_direct,rel_ci_lower_direct,rel_ci_upper_direct,engine_sha256
ATM,100,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,250,benchmark,2026,2103,250,0.178138199997,6.343052,7.223701483006,0.543672979732,0.138836869539,0.000000000000,0.306831557314,721062177abdfee17262feac3ad2bd14a7731be7a819c070592cd68432d9c036
ATM,100,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,250,hybrid,2026,2103,250,1.0313719,6.343052,6.394290958808,0.029263818902,0.008077966066,0.000000000000,0.017120471952,ea01f2e4c70c994aa3a231106ca6f5b0b20ecac89b6bd3bfafb3998fb3b6bbf7
ATM,100,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,500,benchmark,2026,2103,500,0.183873800001,6.343052,6.711826538366,0.363078820197,0.058138343871,0.000000000000,0.170329523698,721062177abdfee17262feac3ad2bd14a7731be7a819c070592cd68432d9c036
ATM,100,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,500,hybrid,2026,2103,500,1.9333222,6.343052,6.387689671140,0.019769043023,0.007037254486,0.000928629753,0.013145879218,ea01f2e4c70c994aa3a231106ca6f5b0b20ecac89b6bd3bfafb3998fb3b6bbf7
ATM,100,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,1000,benchmark,2026,2103,1000,0.179768800001,6.343052,6.699530375460,0.270464443103,0.056199819182,0.000000000000,0.139773201282,721062177abdfee17262feac3ad2bd14a7731be7a819c070592cd68432d9c036
ATM,100,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,1000,hybrid,2026,2103,1000,3.6925265,6.343052,6.383475147514,0.014910352519,0.006372822975,0.001765531258,0.010980114691,ea01f2e4c70c994aa3a231106ca6f5b0b20ecac89b6bd3bfafb3998fb3b6bbf7
ATM,100,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,2000,benchmark,2026,2103,1000,0.190689100004,6.343052,6.597908741882,0.193342780029,0.040178882639,0.000000000000,0.099921708152,721062177abdfee17262feac3ad2bd14a7731be7a819c070592cd68432d9c036
ATM,100,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,2000,hybrid,2026,2103,1000,5.5823635,6.343052,6.370396777087,0.009786528707,0.004310981068,0.001286948431,0.007335013705,ea01f2e4c70c994aa3a231106ca6f5b0b20ecac89b6bd3bfafb3998fb3b6bbf7
ATM,100,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,5000,benchmark,2026,2103,1000,0.205227300001,6.343052,6.484521009764,0.121185295947,0.022302987547,0.000000000000,0.059749185380,721062177abdfee17262feac3ad2bd14a7731be7a819c070592cd68432d9c036
ATM,100,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,5000,hybrid,2026,2103,1000,11.1365557,6.343052,6.389799376411,0.006432640877,0.007369855459,0.005382172540,0.009357538379,ea01f2e4c70c994aa3a231106ca6f5b0b20ecac89b6bd3bfafb3998fb3b6bbf7
ATM,100,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,10000,benchmark,2026,2103,1000,0.237871899997,6.343052,6.453653152837,0.082862399569,0.017436583026,0.000000000000,0.043041024414,721062177abdfee17262feac3ad2bd14a7731be7a819c070592cd68432d9c036
ATM,100,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,10000,hybrid,2026,2103,1000,20.5574597,6.343052,6.386107094041,0.004411905015,0.006787756752,0.005424480236,0.008151033268,ea01f2e4c70c994aa3a231106ca6f5b0b20ecac89b6bd3bfafb3998fb3b6bbf7
ATM,100,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,20000,benchmark,2026,2103,1000,0.281513899994,6.343052,6.370570605406,0.058941270026,0.004338385592,0.000000000000,0.022551209521,721062177abdfee17262feac3ad2bd14a7731be7a819c070592cd68432d9c036
ATM,100,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,20000,hybrid,2026,2103,1000,37.6282247,6.343052,6.390036034022,0.003088939044,0.007407165198,0.006452684527,0.008361645868,ea01f2e4c70c994aa3a231106ca6f5b0b20ecac89b6bd3bfafb3998fb3b6bbf7
ATM,100,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,40000,benchmark,2026,2103,1000,0.420043800004,6.343052,6.410686950173,0.041838138409,0.010662840250,0.000000000000,0.023590804782,721062177abdfee17262feac3ad2bd14a7731be7a819c070592cd68432d9c036
