scenario,K,S0,T,r,v0,vp0,kappa1,kappa2,theta,xi1,xi2,rho12,rho13,rho23,delta1,delta2,exercise_dates,euler_steps,paths,method,seed,low_seed,low_paths,runtime_seconds,reference_direct_price,price_direct,se_direct,rel_error_direct,rel_ci_lower_direct,rel_ci_upper_direct,engine_sha256
OTM put,90,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,60,250,benchmark,2026,2103,250,0.196913,2.503886,3.080489113188,0.387803242733,0.230283292925,0.000000000000,0.533849172424,721062177abdfee17262feac3ad2bd14a7731be7a819c070592cd68432d9c036
OTM put,90,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,60,250,hybrid,2026,2103,250,1.0591447,2.503886,2.544895620582,0.028839315689,0.016378389664,0.000000000000,0.038953322688,ea01f2e4c70c994aa3a231106ca6f5b0b20ecac89b6bd3bfafb3998fb3b6bbf7
OTM put,90,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,60,500,benchmark,2026,2103,500,0.181930300001,2.503886,2.686482095674,0.240479943877,0.072925083520,0.000000000000,0.261168753558,721062177abdfee17262feac3ad2bd14a7731be7a819c070592cd68432d9c036
OTM put,90,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,60,500,hybrid,2026,2103,500,1.9497649,2.503886,2.510486794758,0.020909485371,0.002636220162,0.000000000000,0.019003814904,ea01f2e4c70c994aa3a231106ca6f5b0b20ecac89b6bd3bfafb3998fb3b6bbf7
OTM put,90,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,60,1000,benchmark,2026,2103,1000,0.183967199999,2.503886,2.632625536289,0.184148932843,0.051415893650,0.000000000000,0.195564592262,721062177abdfee17262feac3ad2bd14a7731be7a819c070592cd68432d9c036
OTM put,90,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,60,1000,hybrid,2026,2103,1000,3.67913800001,2.503886,2.503725132787,0.014956410392,0.000064247020,0.000000000000,0.011771874431,ea01f2e4c70c994aa3a231106ca6f5b0b20ecac89b6bd3bfafb3998fb3b6bbf7
OTM put,90,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,60,2000,benchmark,2026,2103,1000,0.196241099999,2.503886,2.594205671692,0.122412361667,0.036071798673,0.000000000000,0.131894143966,721062177abdfee17262feac3ad2bd14a7731be7a819c070592cd68432d9c036
OTM put,90,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,60,2000,hybrid,2026,2103,1000,5.6743873,2.503886,2.515867658641,0.009869621724,0.004785225302,0.000000000000,0.012510999790,ea01f2e4c70c994aa3a231106ca6f5b0b20ecac89b6bd3bfafb3998fb3b6bbf7
OTM put,90,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,60,5000,benchmark,2026,2103,1000,0.231603200002,2.503886,2.591148677134,0.076803502646,0.034850898617,0.000000000000,0.094971393394,721062177abdfee17262feac3ad2bd14a7731be7a819c070592cd68432d9c036
OTM put,90,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,60,5000,hybrid,2026,2103,1000,12.3375187,2.503886,2.527170752745,0.006486011219,0.009299446039,0.004222305152,0.014376586927,ea01f2e4c70c994aa3a231106ca6f5b0b20ecac89b6bd3bfafb3998fb3b6bbf7
