scenario,K,S0,T,r,v0,vp0,kappa1,kappa2,theta,xi1,xi2,rho12,rho13,rho23,delta1,delta2,exercise_dates,euler_steps,paths,method,seed,low_seed,low_paths,runtime_seconds,reference_direct_price,price_direct,se_direct,rel_error_direct,rel_ci_lower_direct,rel_ci_upper_direct,engine_sha256
K=70 put,70,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,60,250,benchmark,2026,2103,250,0.193358700002,0.157901,0.234861153251,0.107665829327,0.487394970588,0.000000000000,1.823833786559,721062177abdfee17262feac3ad2bd14a7731be7a819c070592cd68432d9c036
K=70 put,70,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,60,250,hybrid,2026,2103,250,1.068853,0.157901,0.178573719163,0.005182912770,0.130922028128,0.066587356213,0.195256700042,ea01f2e4c70c994aa3a231106ca6f5b0b20ecac89b6bd3bfafb3998fb3b6bbf7
K=70 put,70,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,60,500,benchmark,2026,2103,500,0.195857499995,0.157901,0.097810344888,0.050527224869,0.380559053535,0.000000000000,1.007745459843,721062177abdfee17262feac3ad2bd14a7731be7a819c070592cd68432d9c036
K=70 put,70,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,60,500,hybrid,2026,2103,500,1.9721807,0.157901,0.171718736288,0.003585857863,0.087508858640,0.042998175294,0.132019541985,ea01f2e4c70c994aa3a231106ca6f5b0b20ecac89b6bd3bfafb3998fb3b6bbf7
K=70 put,70,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,60,1000,benchmark,2026,2103,1000,0.200388999998,0.157901,0.215648348525,0.051305522219,0.365718700483,0.000000000000,1.002565988021,721062177abdfee17262feac3ad2bd14a7731be7a819c070592cd68432d9c036
K=70 put,70,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,60,1000,hybrid,2026,2103,1000,3.7635512,0.157901,0.169752271616,0.002626619250,0.075055076385,0.042451269375,0.107658883395,ea01f2e4c70c994aa3a231106ca6f5b0b20ecac89b6bd3bfafb3998fb3b6bbf7
K=70 put,70,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,60,2000,benchmark,2026,2103,1000,0.206524200003,0.157901,0.143663804267,0.030361068614,0.090165329753,0.000000000000,0.467032445748,721062177abdfee17262feac3ad2bd14a7731be7a819c070592cd68432d9c036
K=70 put,70,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,60,2000,hybrid,2026,2103,1000,5.6385352,0.157901,0.167777301251,0.001636914753,0.062547426876,0.042228664381,0.082866189370,ea01f2e4c70c994aa3a231106ca6f5b0b20ecac89b6bd3bfafb3998fb3b6bbf7
K=70 put,70,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,60,5000,benchmark,2026,2103,1000,0.226462099999,0.157901,0.178768128212,0.017839853711,0.132153236599,0.000000000000,0.353596503418,721062177abdfee17262feac3ad2bd14a7731be7a819c070592cd68432d9c036
K=70 put,70,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,60,5000,hybrid,2026,2103,1000,11.5015206,0.157901,0.174165243273,0.001147916437,0.103002788286,0.088753884121,0.117251692451,ea01f2e4c70c994aa3a231106ca6f5b0b20ecac89b6bd3bfafb3998fb3b6bbf7
