scenario,K,S0,T,r,v0,vp0,kappa1,kappa2,theta,xi1,xi2,rho12,rho13,rho23,delta1,delta2,exercise_dates,euler_steps,paths,method,seed,low_seed,low_paths,runtime_seconds,reference_direct_price,price_direct,se_direct,rel_error_direct,rel_ci_lower_direct,rel_ci_upper_direct,engine_sha256
ITM put,110,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,250,benchmark,2026,2103,250,0.200553000002,12.571373,14.347019339287,0.663786073390,0.141245219539,0.037754478802,0.244735960275,721062177abdfee17262feac3ad2bd14a7731be7a819c070592cd68432d9c036
ITM put,110,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,250,hybrid,2026,2103,250,1.08363969999,12.571373,12.677111065266,0.006572677845,0.008411019645,0.007386274887,0.009435764402,ea01f2e4c70c994aa3a231106ca6f5b0b20ecac89b6bd3bfafb3998fb3b6bbf7
ITM put,110,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,500,benchmark,2026,2103,500,0.204102099997,12.571373,13.655879720984,0.455579791674,0.086267961422,0.015238616283,0.157297306560,721062177abdfee17262feac3ad2bd14a7731be7a819c070592cd68432d9c036
ITM put,110,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,500,hybrid,2026,2103,500,1.9783472,12.571373,12.653971587148,0.003779291023,0.006570371204,0.005981142771,0.007159599636,ea01f2e4c70c994aa3a231106ca6f5b0b20ecac89b6bd3bfafb3998fb3b6bbf7
ITM put,110,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,1000,benchmark,2026,2103,1000,0.2091076,12.571373,13.171256914912,0.315823317752,0.047718249623,0.000000000000,0.096958193644,721062177abdfee17262feac3ad2bd14a7731be7a819c070592cd68432d9c036
ITM put,110,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,1000,hybrid,2026,2103,1000,3.8510792,12.571373,12.658950054687,0.003328103794,0.006966387417,0.006447503487,0.007485271348,ea01f2e4c70c994aa3a231106ca6f5b0b20ecac89b6bd3bfafb3998fb3b6bbf7
ITM put,110,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,2000,benchmark,2026,2103,1000,0.221035900002,12.571373,12.983635827451,0.244044866725,0.032793778965,0.000000000000,0.070842760471,721062177abdfee17262feac3ad2bd14a7731be7a819c070592cd68432d9c036
ITM put,110,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,2000,hybrid,2026,2103,1000,6.0702521,12.571373,12.641913378035,0.001902470438,0.005611191239,0.005314577491,0.005907804986,ea01f2e4c70c994aa3a231106ca6f5b0b20ecac89b6bd3bfafb3998fb3b6bbf7
ITM put,110,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,5000,benchmark,2026,2103,1000,0.2607794,12.571373,12.702188235449,0.147904602798,0.010405803364,0.000000000000,0.033465577462,721062177abdfee17262feac3ad2bd14a7731be7a819c070592cd68432d9c036
ITM put,110,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,5000,hybrid,2026,2103,1000,11.924002,12.571373,12.647726939584,0.001322824982,0.006073635679,0.005867394327,0.006279877031,ea01f2e4c70c994aa3a231106ca6f5b0b20ecac89b6bd3bfafb3998fb3b6bbf7
ITM put,110,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,10000,benchmark,2026,2103,1000,0.259360299999,12.571373,12.757991516960,0.105508517016,0.014844720379,0.000000000000,0.031294530065,721062177abdfee17262feac3ad2bd14a7731be7a819c070592cd68432d9c036
ITM put,110,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,10000,hybrid,2026,2103,1000,21.2731985,12.571373,12.637760161033,0.000859146758,0.005280820244,0.005146870862,0.005414769626,ea01f2e4c70c994aa3a231106ca6f5b0b20ecac89b6bd3bfafb3998fb3b6bbf7
ITM put,110,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,20000,benchmark,2026,2103,1000,0.325456500002,12.571373,12.686786545749,0.073461104698,0.009180663540,0.000000000000,0.020633968219,721062177abdfee17262feac3ad2bd14a7731be7a819c070592cd68432d9c036
ITM put,110,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,20000,hybrid,2026,2103,1000,37.8527467,12.571373,12.640804042480,0.000606033444,0.005522948248,0.005428461707,0.005617434789,ea01f2e4c70c994aa3a231106ca6f5b0b20ecac89b6bd3bfafb3998fb3b6bbf7
ITM put,110,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,40000,benchmark,2026,2103,1000,0.453060600004,12.571373,12.618293861860,0.053154533044,0.003732357783,0.000000000000,0.012019669341,721062177abdfee17262feac3ad2bd14a7731be7a819c070592cd68432d9c036
ITM put,110,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,40000,hybrid,2026,2103,1000,75.8713164,12.571373,12.642661796778,0.000435174345,0.005670724811,0.005602876875,0.005738572747,ea01f2e4c70c994aa3a231106ca6f5b0b20ecac89b6bd3bfafb3998fb3b6bbf7
ITM put,110,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,60000,benchmark,2026,2103,1000,0.621911399998,12.571373,12.548138536434,0.043144643817,0.001848204135,0.000000000000,0.008574876065,721062177abdfee17262feac3ad2bd14a7731be7a819c070592cd68432d9c036
ITM put,110,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,60000,hybrid,2026,2103,1000,115.1579954,12.571373,12.644217837512,0.000349667178,0.005794501326,0.005739984793,0.005849017858,ea01f2e4c70c994aa3a231106ca6f5b0b20ecac89b6bd3bfafb3998fb3b6bbf7
