scenario,K,S0,T,r,v0,vp0,kappa1,kappa2,theta,xi1,xi2,rho12,rho13,rho23,delta1,delta2,exercise_dates,euler_steps,paths,method,seed,low_seed,low_paths,runtime_seconds,reference_direct_price,price_direct,se_direct,rel_error_direct,rel_ci_lower_direct,rel_ci_upper_direct,engine_sha256
K=70 put,70,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,250,benchmark,2026,2103,250,0.200619800002,0.157901,0.168155701600,0.100100263388,0.064943867359,0.000000000000,1.307472516580,721062177abdfee17262feac3ad2bd14a7731be7a819c070592cd68432d9c036
K=70 put,70,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,250,hybrid,2026,2103,250,1.0735396,0.157901,0.176599625178,0.005043984382,0.118419928803,0.055809752878,0.181030104728,ea01f2e4c70c994aa3a231106ca6f5b0b20ecac89b6bd3bfafb3998fb3b6bbf7
K=70 put,70,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,500,benchmark,2026,2103,500,0.201435999996,0.157901,0.168626009909,0.062679565235,0.067922368506,0.000000000000,0.845953843045,721062177abdfee17262feac3ad2bd14a7731be7a819c070592cd68432d9c036
K=70 put,70,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,500,hybrid,2026,2103,500,1.99030010001,0.157901,0.174729005491,0.003479805920,0.106573140710,0.063378863264,0.149767418156,ea01f2e4c70c994aa3a231106ca6f5b0b20ecac89b6bd3bfafb3998fb3b6bbf7
K=70 put,70,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,1000,benchmark,2026,2103,1000,0.208645799998,0.157901,0.221800431555,0.052662322921,0.404680347528,0.000000000000,1.058369386391,721062177abdfee17262feac3ad2bd14a7731be7a819c070592cd68432d9c036
K=70 put,70,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,1000,hybrid,2026,2103,1000,4.14644249999,0.157901,0.172279136108,0.002617196983,0.091057916718,0.058571066814,0.123544766621,ea01f2e4c70c994aa3a231106ca6f5b0b20ecac89b6bd3bfafb3998fb3b6bbf7
K=70 put,70,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,2000,benchmark,2026,2103,1000,0.2102304,0.157901,0.172617694125,0.033052034131,0.093202032447,0.000000000000,0.503471675433,721062177abdfee17262feac3ad2bd14a7731be7a819c070592cd68432d9c036
K=70 put,70,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,2000,hybrid,2026,2103,1000,6.2067405,0.157901,0.166462432837,0.001633137599,0.054220257229,0.033948379948,0.074492134510,ea01f2e4c70c994aa3a231106ca6f5b0b20ecac89b6bd3bfafb3998fb3b6bbf7
K=70 put,70,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,5000,benchmark,2026,2103,1000,0.239088100003,0.157901,0.187021630410,0.018384599751,0.184423343804,0.000000000000,0.412628456572,721062177abdfee17262feac3ad2bd14a7731be7a819c070592cd68432d9c036
K=70 put,70,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,5000,hybrid,2026,2103,1000,12.1726894,0.157901,0.174119319804,0.001151242003,0.102711951184,0.088421767297,0.117002135071,ea01f2e4c70c994aa3a231106ca6f5b0b20ecac89b6bd3bfafb3998fb3b6bbf7
K=70 put,70,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,10000,benchmark,2026,2103,1000,0.246160000002,0.157901,0.142551016172,0.011489119023,0.097212708141,0.000000000000,0.239825315309,721062177abdfee17262feac3ad2bd14a7731be7a819c070592cd68432d9c036
K=70 put,70,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,10000,hybrid,2026,2103,1000,21.274159,0.157901,0.173169788822,0.000790731899,0.096698493496,0.086883264195,0.106513722797,ea01f2e4c70c994aa3a231106ca6f5b0b20ecac89b6bd3bfafb3998fb3b6bbf7
K=70 put,70,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,20000,benchmark,2026,2103,1000,0.313647900002,0.157901,0.156601950270,0.008564895256,0.008226988617,0.000000000000,0.114541671241,721062177abdfee17262feac3ad2bd14a7731be7a819c070592cd68432d9c036
K=70 put,70,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,20000,hybrid,2026,2103,1000,39.3060005,0.157901,0.173313205882,0.000558747915,0.097606765515,0.090671116508,0.104542414523,ea01f2e4c70c994aa3a231106ca6f5b0b20ecac89b6bd3bfafb3998fb3b6bbf7
K=70 put,70,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,40000,benchmark,2026,2103,1000,0.434149200002,0.157901,0.161983476014,0.006422222903,0.025854655853,0.000000000000,0.105572687339,721062177abdfee17262feac3ad2bd14a7731be7a819c070592cd68432d9c036
K=70 put,70,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,40000,hybrid,2026,2103,1000,76.0263062,0.157901,0.173551355977,0.000393205256,0.099114989629,0.094234195318,0.103995783940,ea01f2e4c70c994aa3a231106ca6f5b0b20ecac89b6bd3bfafb3998fb3b6bbf7
K=70 put,70,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,60000,benchmark,2026,2103,1000,0.580019499997,0.157901,0.161220959579,0.005037395889,0.021025576653,0.000000000000,0.083553970660,721062177abdfee17262feac3ad2bd14a7731be7a819c070592cd68432d9c036
K=70 put,70,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,60000,hybrid,2026,2103,1000,113.0943166,0.157901,0.174748778135,0.000324797512,0.106698362486,0.102666702627,0.110730022346,ea01f2e4c70c994aa3a231106ca6f5b0b20ecac89b6bd3bfafb3998fb3b6bbf7
