scenario,K,S0,T,r,v0,vp0,kappa1,kappa2,theta,xi1,xi2,rho12,rho13,rho23,delta1,delta2,exercise_dates,euler_steps,paths,method,seed,low_seed,low_paths,runtime_seconds,reference_direct_price,price_direct,se_direct,rel_error_direct,rel_ci_lower_direct,rel_ci_upper_direct,engine_sha256
ATM,100,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,48,250,benchmark,2026,2103,250,0.169775900002,10.682037,13.453829829990,1.121650738548,0.259481672830,0.053674910734,0.465288434925,27cf36f62400b0287829c91b7ef3c581dd5a92de2590e054a8ae422e4bd373b3
ATM,100,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,48,250,hybrid,2026,2103,250,1.0456094,10.682037,11.869675798968,0.316412651939,0.111180929159,0.053123762927,0.169238095390,ff22092483ab23a947d41ac621359b0ae5f6bf3ef30278f0646625fdc7c372a8
ATM,100,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,48,500,benchmark,2026,2103,500,0.172535599995,10.682037,12.035619214809,0.721662331094,0.126715739218,0.000000000000,0.259130387187,27cf36f62400b0287829c91b7ef3c581dd5a92de2590e054a8ae422e4bd373b3
ATM,100,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,48,500,hybrid,2026,2103,500,1.9218892,10.682037,11.476839893801,0.218203211336,0.074405555214,0.034368407410,0.114442703018,ff22092483ab23a947d41ac621359b0ae5f6bf3ef30278f0646625fdc7c372a8
ATM,100,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,48,1000,benchmark,2026,2103,1000,0.174133,10.682037,11.403809759906,0.528998937439,0.067568831666,0.000000000000,0.164632520678,27cf36f62400b0287829c91b7ef3c581dd5a92de2590e054a8ae422e4bd373b3
ATM,100,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,48,1000,hybrid,2026,2103,1000,3.7102016,10.682037,10.909876142642,0.165669852152,0.021329184934,0.000000000000,0.051727217651,ff22092483ab23a947d41ac621359b0ae5f6bf3ef30278f0646625fdc7c372a8
ATM,100,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,48,2000,benchmark,2026,2103,1000,0.180116799995,10.682037,11.483448365998,0.390317296635,0.075024208023,0.003406603496,0.146641812550,27cf36f62400b0287829c91b7ef3c581dd5a92de2590e054a8ae422e4bd373b3
ATM,100,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,48,2000,hybrid,2026,2103,1000,5.4844857,10.682037,10.427943916815,0.105491443969,0.023786950297,0.004430789091,0.043143111503,ff22092483ab23a947d41ac621359b0ae5f6bf3ef30278f0646625fdc7c372a8
ATM,100,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,48,5000,benchmark,2026,2103,1000,0.201761299999,10.682037,11.071940819863,0.238978593408,0.036500886475,0.000000000000,0.080350017786,27cf36f62400b0287829c91b7ef3c581dd5a92de2590e054a8ae422e4bd373b3
ATM,100,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,48,5000,hybrid,2026,2103,1000,10.7844894,10.682037,10.833222495823,0.071603392779,0.014153245848,0.001015054149,0.027291437548,ff22092483ab23a947d41ac621359b0ae5f6bf3ef30278f0646625fdc7c372a8
ATM,100,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,48,10000,benchmark,2026,2103,1000,0.221440699999,10.682037,10.918336312229,0.158363047095,0.022121184586,0.000000000000,0.051178523772,27cf36f62400b0287829c91b7ef3c581dd5a92de2590e054a8ae422e4bd373b3
ATM,100,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,48,10000,hybrid,2026,2103,1000,19.6833806,10.682037,10.600742092839,0.049727058644,0.007610431153,0.000000000000,0.016734630493,ff22092483ab23a947d41ac621359b0ae5f6bf3ef30278f0646625fdc7c372a8
ATM,100,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,48,20000,benchmark,2026,2103,1000,0.271563599999,10.682037,10.806834380928,0.110628323370,0.011682919740,0.000000000000,0.031981624360,27cf36f62400b0287829c91b7ef3c581dd5a92de2590e054a8ae422e4bd373b3
ATM,100,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,48,20000,hybrid,2026,2103,1000,37.2576676,10.682037,10.672650431319,0.035082333695,0.000878724599,0.000000000000,0.007315827751,ff22092483ab23a947d41ac621359b0ae5f6bf3ef30278f0646625fdc7c372a8
ATM,100,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,48,40000,benchmark,2026,2103,1000,0.400238499999,10.682037,10.880574046413,0.079390741416,0.018586066161,0.004019008101,0.033153124220,27cf36f62400b0287829c91b7ef3c581dd5a92de2590e054a8ae422e4bd373b3
ATM,100,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,48,40000,hybrid,2026,2103,1000,72.7058267,10.682037,10.729950398879,0.024390569577,0.004485417798,0.000010099432,0.008960736164,ff22092483ab23a947d41ac621359b0ae5f6bf3ef30278f0646625fdc7c372a8
ATM,100,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,48,60000,benchmark,2026,2103,1000,0.541166299998,10.682037,10.800116506943,0.064903218238,0.011054025271,0.000000000000,0.022962831405,27cf36f62400b0287829c91b7ef3c581dd5a92de2590e054a8ae422e4bd373b3
ATM,100,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,48,60000,hybrid,2026,2103,1000,107.7315957,10.682037,10.715101216044,0.020088796419,0.003095310009,0.000000000000,0.006781314933,ff22092483ab23a947d41ac621359b0ae5f6bf3ef30278f0646625fdc7c372a8
