paths,rel_error_pct,yerr_minus_pct,yerr_plus_pct
250,10.745416,5.576373,5.576373
1000,1.619967,1.619967,2.906473
5000,1.618470,1.270625,1.270625
10000,0.960321,0.877282,0.877282
20000,0.052309,0.052309,0.619764
40000,0.528767,0.430811,0.430811
60000,0.302416,0.302416,0.355052
