paths,rel_error_pct,yerr_minus_pct,yerr_plus_pct
250,9.854077,5.835830,5.835830
1000,0.950640,0.950640,2.838321
5000,1.647612,1.277504,1.277504
10000,0.710755,0.710755,0.872563
20000,0.558026,0.558026,0.632908
40000,0.131061,0.131061,0.433260
60000,0.056633,0.056633,0.355340
