paths,rel_error_pct,yerr_minus_pct,yerr_plus_pct
250,8.540417,4.799432,4.799432
1000,0.990525,0.990525,2.524673
5000,1.327856,1.098603,1.098603
10000,0.598049,0.598049,0.761332
20000,0.228312,0.228312,0.535940
40000,0.638195,0.373608,0.373608
60000,0.438798,0.307876,0.307876
