paths,rel_error_pct,yerr_minus_pct,yerr_plus_pct
250,19.318569,6.876157,6.876157
1000,12.378846,3.506037,3.506037
5000,12.918271,1.532261,1.532261
10000,11.019922,1.063850,1.063850
20000,10.515736,0.764573,0.764573
40000,11.630855,0.523515,0.523515
60000,11.852432,0.430314,0.430314
