paths,rel_error_pct,yerr_minus_pct,yerr_plus_pct
250,13.812231,6.503015,6.503015
1000,2.905445,2.905445,3.311929
5000,2.162586,1.444663,1.444663
10000,0.868950,0.868950,0.991459
20000,0.248176,0.248176,0.703736
40000,0.692591,0.487254,0.487254
60000,0.526072,0.401943,0.401943
