paths,rel_error_pct,yerr_minus_pct,yerr_plus_pct
250,23.881061,8.643748,8.643748
1000,4.613503,3.873323,3.873323
5000,5.145458,1.888400,1.888400
10000,1.804476,1.227828,1.227828
20000,1.594843,0.928706,0.928706
40000,1.034640,0.617698,0.617698
60000,1.852984,0.512214,0.512214
