paths,rel_error_pct,yerr_minus_pct,yerr_plus_pct
250,18.150347,7.823529,7.823529
1000,5.447238,3.875478,3.875478
5000,2.980005,1.661709,1.661709
10000,0.255904,0.255904,1.136625
20000,1.080032,0.809775,0.809775
40000,1.359281,0.557415,0.557415
60000,1.509619,0.460790,0.460790
