paths,rel_error_pct,yerr_minus_pct,yerr_plus_pct
250,22.433581,9.017379,9.017379
1000,7.100272,4.316975,4.316975
5000,3.387198,1.835741,1.835741
10000,1.252903,1.245831,1.245831
20000,2.057760,0.898025,0.898025
40000,1.862963,0.610660,0.610660
60000,2.453630,0.507607,0.507607
