paths,rel_error_pct,yerr_minus_pct,yerr_plus_pct
250,28.407838,8.313545,8.313545
1000,20.442895,4.228925,4.228925
5000,17.415864,1.847974,1.847974
10000,13.955455,1.285721,1.285721
20000,14.178090,0.904334,0.904334
40000,15.503490,0.621201,0.621201
60000,15.976859,0.513560,0.513560
