paths,rel_error_pct,yerr_minus_pct,yerr_plus_pct
250,25.918106,7.554180,7.554180
1000,18.257161,3.929628,3.929628
5000,15.940331,1.700873,1.700873
10000,12.896474,1.188878,1.188878
20000,13.153594,0.837040,0.837040
40000,14.327952,0.576922,0.576922
60000,14.614079,0.476598,0.476598
