paths,rel_error_pct,yerr_minus_pct,yerr_plus_pct
250,26.025206,8.993616,8.993616
1000,18.665620,4.403701,4.403701
5000,17.611003,1.994106,1.994106
10000,13.891622,1.335324,1.335324
20000,13.312229,0.988439,0.988439
40000,14.504636,0.665624,0.665624
60000,15.251581,0.548410,0.548410
