paths,rel_error_pct,yerr_minus_pct,yerr_plus_pct
250,12.273606,6.705550,6.705550
1000,0.043172,0.043172,3.186756
5000,2.505210,1.459992,1.459992
10000,0.519893,0.519893,0.983443
20000,0.450168,0.450168,0.721698
40000,0.109433,0.109433,0.490352
60000,0.095644,0.095644,0.403185
