paths,rel_error_pct,yerr_minus_pct,yerr_plus_pct
250,24.566226,8.428836,8.428836
1000,16.669706,4.169443,4.169443
5000,16.275293,1.861459,1.861459
10000,13.150546,1.265968,1.265968
20000,12.432915,0.923257,0.923257
40000,13.774804,0.626408,0.626408
60000,14.207722,0.514196,0.514196
