scenario,K,euler_steps,method,runtime_seconds,reference_direct_price,price_direct,se_direct,ci_width_direct,rel_error_direct
K=70 put,70.0,24,benchmark,0.2189215,3.363539,4.360704136079,0.0806083496985365,0.315984730818263,0.296463081319706
K=70 put,70.0,24,hybrid,36.2681627,3.363539,4.15141735308256,0.0170731160883317,0.0669266150662603,0.234240885294496
K=70 put,70.0,48,benchmark,0.257817600001,3.363539,4.12369916906742,0.0791115435462838,0.310117250701432,0.226000105563641
K=70 put,70.0,48,hybrid,36.6997094,3.363539,3.87069372983768,0.0174357714384698,0.0683482240388018,0.150780094964761
K=70 put,70.0,72,benchmark,0.275286799999,3.363539,3.89081871596398,0.0762202472896343,0.298783369375366,0.156763372139873
K=70 put,70.0,72,hybrid,37.1381338,3.363539,3.73947305336391,0.0174397419879724,0.0683637885928519,0.111767413240611
K=70 put,70.0,96,benchmark,0.3439788,3.363539,3.86230334055599,0.0758739137903269,0.297425742058081,0.148285582702025
K=70 put,70.0,96,hybrid,36.9286272,3.363539,3.7201584363694,0.017470897436547,0.0684859179512643,0.106025063592067
K=80 put,80.0,24,benchmark,0.209982599999,4.961218,6.34797920634355,0.100516881401531,0.394026175094003,0.279520312621529
K=80 put,80.0,24,hybrid,35.8248317,4.961218,6.06973985535546,0.0237569214193078,0.0931271319636866,0.223437441240328
K=80 put,80.0,48,benchmark,0.2535759,4.961218,5.99760324435946,0.0995385848490385,0.390191252608231,0.20889734020143
K=80 put,80.0,48,hybrid,36.7465848,4.961218,5.70409460075558,0.0243858288201307,0.0955924489749125,0.14973673818719
K=80 put,80.0,72,benchmark,0.2892214,4.961218,5.7830467531282,0.0968077573056564,0.379486408638173,0.165650602962457
K=80 put,80.0,72,hybrid,37.1975895,4.961218,5.51558003747067,0.0243328621880294,0.0953848197770754,0.111739100654451
K=80 put,80.0,96,benchmark,0.3277045,4.961218,5.68975840118921,0.0952004527097486,0.373185774622215,0.146847084967685
K=80 put,80.0,96,hybrid,37.1719494,4.961218,5.4923488279808,0.0243865802975498,0.0955953947663951,0.107056538934754
OTM put,90.0,24,benchmark,0.213050099999,7.082115,8.90415072067784,0.121129193586081,0.474826438857438,0.25727282325659
OTM put,90.0,24,hybrid,41.6725529,7.082115,8.53238899614217,0.0317622199429667,0.12450790217643,0.204779786284488
OTM put,90.0,48,benchmark,0.252680400001,7.082115,8.3879717400153,0.117964333871071,0.4624201887746,0.184387960378405
OTM put,90.0,48,hybrid,37.6293552,7.082115,8.08622362239225,0.0326765006380727,0.128091882501245,0.141780897710959
OTM put,90.0,72,benchmark,0.3010311,7.082115,8.14076636032255,0.116298802253963,0.455891304835534,0.149482373602031
OTM put,90.0,72,hybrid,37.9769613,7.082115,7.8354688529764,0.0325547186869448,0.127614497252823,0.106374134418377
OTM put,90.0,96,benchmark,0.310224299999,7.082115,8.05546326820023,0.115850331040394,0.454133297678345,0.137437512409814
OTM put,90.0,96,hybrid,37.9972539,7.082115,7.80838849726393,0.0326271422383735,0.127898397574424,0.102550367688738
ATM,100.0,24,benchmark,0.2196439,9.921221,12.2673083006825,0.141936841078228,0.556392417026654,0.236471629921613
ATM,100.0,24,hybrid,38.0107746,9.921221,11.7392955113239,0.0410889535363592,0.161068697862528,0.183251084853764
ATM,100.0,48,benchmark,0.254537299999,9.921221,11.6424432795901,0.137850319522455,0.540373252528025,0.173488956610294
ATM,100.0,48,hybrid,36.9556146,9.921221,11.2262181197065,0.0423696684511285,0.166089100328424,0.131535938944054
ATM,100.0,72,benchmark,0.2977699,9.921221,11.2591575481712,0.136169442782569,0.533784215707672,0.134856037192518
ATM,100.0,72,hybrid,37.4090323,9.921221,10.9215317939493,0.0422624619720612,0.16566885093048,0.100825371589779
ATM,100.0,96,benchmark,0.325135700001,9.921221,11.1134765047207,0.136031145440102,0.533242090125202,0.12017225548354
ATM,100.0,96,hybrid,36.7097489,9.921221,10.8865172432423,0.0424205550510538,0.166288575800131,0.0972961133757919
ITM put,110.0,24,benchmark,0.225257800001,13.857272,16.4863841273172,0.158277562238291,0.620448043974099,0.189727972960135
ITM put,110.0,24,hybrid,36.1266515,13.857272,16.0874561621857,0.0514205673521133,0.201568624020284,0.160939625215241
ITM put,110.0,48,benchmark,0.2420821,13.857272,15.8555882524291,0.152863742566478,0.599225870860594,0.144207045400358
ITM put,110.0,48,hybrid,36.4722138,13.857272,15.5291771750193,0.0531580993691768,0.208379749527173,0.120651826349318
ITM put,110.0,72,benchmark,0.270834999999,13.857272,15.4163506036847,0.151651633676307,0.594474404011124,0.112509778525289
ITM put,110.0,72,hybrid,36.7377606,13.857272,15.1963056451623,0.0531116288860396,0.208197585233275,0.0966303934253678
ITM put,110.0,96,benchmark,0.304036400001,13.857272,15.221122601247,0.149869620025152,0.587488910498595,0.0984212910915642
ITM put,110.0,96,hybrid,37.1209043,13.857272,15.1409268549824,0.0534088322133457,0.209362622276315,0.0926340231311307
