paths,rel_error_pct,yerr_minus_pct,yerr_plus_pct
250,3.539397,3.539397,4.010079
1000,2.467520,2.093207,2.093207
5000,3.399890,0.914733,0.914733
10000,3.069772,0.631469,0.631469
20000,3.232005,0.444623,0.444623
40000,3.435600,0.314196,0.314196
60000,3.778626,0.258646,0.258646
