paths,rel_error_pct,yerr_minus_pct,yerr_plus_pct
250,0.841102,0.102474,0.102474
1000,0.696639,0.051888,0.051888
5000,0.607364,0.020624,0.020624
10000,0.528082,0.013395,0.013395
20000,0.552295,0.009449,0.009449
40000,0.567072,0.006785,0.006785
60000,0.579450,0.005452,0.005452
