paths,rel_error_pct,yerr_minus_pct,yerr_plus_pct
250,0.883652,0.093559,0.093559
1000,0.567105,0.050573,0.050573
5000,0.534254,0.019977,0.019977
10000,0.450872,0.012947,0.012947
20000,0.493915,0.009364,0.009364
40000,0.537231,0.006871,0.006871
60000,0.542886,0.005543,0.005543
