paths,rel_error_pct,yerr_minus_pct,yerr_plus_pct
250,13.092203,6.433467,6.433467
1000,7.505508,3.260381,3.260381
5000,10.300279,1.424890,1.424890
10000,8.799027,0.974920,0.974920
20000,9.317167,0.701315,0.701315
40000,10.046126,0.491227,0.491227
60000,10.496488,0.403364,0.403364
