paths,rel_error_pct,yerr_minus_pct,yerr_plus_pct
250,4.610806,4.073211,4.073211
1000,1.406410,1.406410,2.094557
5000,3.212534,0.912973,0.912973
10000,2.512759,0.630485,0.630485
20000,2.887915,0.448163,0.448163
40000,3.490400,0.315007,0.315007
60000,3.625512,0.258664,0.258664
