paths,rel_error_pct,yerr_minus_pct,yerr_plus_pct
250,0.990790,0.990790,2.272505
1000,0.619597,0.619597,1.171651
5000,1.128857,0.508446,0.508446
10000,1.029501,0.350680,0.350680
20000,1.154197,0.245891,0.245891
40000,1.276261,0.174027,0.174027
60000,1.407995,0.143145,0.143145
