paths,rel_error_pct,yerr_minus_pct,yerr_plus_pct
250,0.807797,0.807797,0.904251
1000,0.637282,0.460729,0.460729
5000,0.736986,0.198768,0.198768
10000,0.678776,0.136328,0.136328
20000,0.740717,0.095448,0.095448
40000,0.785152,0.067689,0.067689
60000,0.832208,0.055549,0.055549
