paths,rel_error_pct,yerr_minus_pct,yerr_plus_pct
250,1.057310,0.888901,0.888901
1000,0.312348,0.312348,0.461797
5000,0.605720,0.198280,0.198280
10000,0.504728,0.136420,0.136420
20000,0.607079,0.096089,0.096089
40000,0.748855,0.067894,0.067894
60000,0.766917,0.055695,0.055695
