scenario,K,S0,T,r,v0,vp0,kappa1,kappa2,theta,xi1,xi2,rho12,rho13,rho23,delta1,delta2,exercise_dates,euler_steps,paths,method,seed,low_seed,low_paths,runtime_seconds,reference_direct_price,price_direct,se_direct,rel_error_direct,rel_ci_lower_direct,rel_ci_upper_direct,engine_sha256
K=80 put,80,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,48,250,benchmark,2026,2103,250,0.170088499995,4.298933,5.424963261453,0.755140464403,0.261932498472,0.000000000000,0.606221490701,27cf36f62400b0287829c91b7ef3c581dd5a92de2590e054a8ae422e4bd373b3
K=80 put,80,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,48,250,hybrid,2026,2103,250,1.0382066,4.298933,5.079204246777,0.171596053075,0.181503467669,0.103268179046,0.259738756292,ff22092483ab23a947d41ac621359b0ae5f6bf3ef30278f0646625fdc7c372a8
K=80 put,80,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,48,500,benchmark,2026,2103,500,0.173624300005,4.298933,4.722273422256,0.490496929327,0.098475696703,0.000000000000,0.322106532885,27cf36f62400b0287829c91b7ef3c581dd5a92de2590e054a8ae422e4bd373b3
K=80 put,80,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,48,500,hybrid,2026,2103,500,1.9221811,4.298933,4.815781859157,0.108405321953,0.120227242238,0.070802319582,0.169652164894,ff22092483ab23a947d41ac621359b0ae5f6bf3ef30278f0646625fdc7c372a8
K=80 put,80,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,48,1000,benchmark,2026,2103,1000,0.172804199996,4.298933,4.794744993578,0.375752314643,0.115333733645,0.000000000000,0.286649391902,27cf36f62400b0287829c91b7ef3c581dd5a92de2590e054a8ae422e4bd373b3
K=80 put,80,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,48,1000,hybrid,2026,2103,1000,3.6854121,4.298933,4.533106099099,0.085002143180,0.054472377006,0.015717597475,0.093227156537,ff22092483ab23a947d41ac621359b0ae5f6bf3ef30278f0646625fdc7c372a8
K=80 put,80,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,48,2000,benchmark,2026,2103,1000,0.183700500005,4.298933,4.695216771878,0.246758141118,0.092181890687,0.000000000000,0.204685611167,27cf36f62400b0287829c91b7ef3c581dd5a92de2590e054a8ae422e4bd373b3
K=80 put,80,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,48,2000,hybrid,2026,2103,1000,5.4799829,4.298933,4.115027853606,0.052012728913,0.042779253920,0.019065241939,0.066493265902,ff22092483ab23a947d41ac621359b0ae5f6bf3ef30278f0646625fdc7c372a8
K=80 put,80,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,48,5000,benchmark,2026,2103,1000,0.195775299995,4.298933,4.544804980382,0.154752948889,0.057193722345,0.000000000000,0.127749783540,27cf36f62400b0287829c91b7ef3c581dd5a92de2590e054a8ae422e4bd373b3
K=80 put,80,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,48,5000,hybrid,2026,2103,1000,10.7487424,4.298933,4.427041438852,0.036446811680,0.029800054770,0.013182966090,0.046417143450,ff22092483ab23a947d41ac621359b0ae5f6bf3ef30278f0646625fdc7c372a8
K=80 put,80,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,48,10000,benchmark,2026,2103,1000,0.221867499997,4.298933,4.452062407503,0.104949361444,0.035620328929,0.000000000000,0.083469585577,27cf36f62400b0287829c91b7ef3c581dd5a92de2590e054a8ae422e4bd373b3
K=80 put,80,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,48,10000,hybrid,2026,2103,1000,19.6118415,4.298933,4.309934162497,0.024929969525,0.002559044883,0.000000000000,0.013925293268,ff22092483ab23a947d41ac621359b0ae5f6bf3ef30278f0646625fdc7c372a8
K=80 put,80,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,48,20000,benchmark,2026,2103,1000,0.275049999997,4.298933,4.432813104128,0.074111663589,0.031142635656,0.000000000000,0.064932150551,27cf36f62400b0287829c91b7ef3c581dd5a92de2590e054a8ae422e4bd373b3
K=80 put,80,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,48,20000,hybrid,2026,2103,1000,37.3998947,4.298933,4.345362853358,0.017761072577,0.010800320302,0.002702566220,0.018898074385,ff22092483ab23a947d41ac621359b0ae5f6bf3ef30278f0646625fdc7c372a8
K=80 put,80,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,48,40000,benchmark,2026,2103,1000,0.412715699997,4.298933,4.368908550649,0.051864811504,0.016277422944,0.000000000000,0.039923995372,27cf36f62400b0287829c91b7ef3c581dd5a92de2590e054a8ae422e4bd373b3
K=80 put,80,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,48,40000,hybrid,2026,2103,1000,73.2146427,4.298933,4.357367582414,0.012225969974,0.013592810684,0.008018659808,0.019166961561,ff22092483ab23a947d41ac621359b0ae5f6bf3ef30278f0646625fdc7c372a8
K=80 put,80,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,48,60000,benchmark,2026,2103,1000,0.541459,4.298933,4.433569565420,0.043375382368,0.031318600550,0.011542588819,0.051094612282,27cf36f62400b0287829c91b7ef3c581dd5a92de2590e054a8ae422e4bd373b3
K=80 put,80,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,48,60000,hybrid,2026,2103,1000,107.7394327,4.298933,4.363830498786,0.010106664348,0.015096187539,0.010488285504,0.019704089575,ff22092483ab23a947d41ac621359b0ae5f6bf3ef30278f0646625fdc7c372a8
