scenario,K,S0,T,r,v0,vp0,kappa1,kappa2,theta,xi1,xi2,rho12,rho13,rho23,delta1,delta2,exercise_dates,euler_steps,paths,method,seed,low_seed,low_paths,runtime_seconds,reference_direct_price,price_direct,se_direct,rel_error_direct,rel_ci_lower_direct,rel_ci_upper_direct,engine_sha256
ITM put,110,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,60,250,benchmark,2026,2103,250,0.1796053,15.743520,18.961864186458,1.364192311612,0.204423419061,0.034587389332,0.374259448790,27cf36f62400b0287829c91b7ef3c581dd5a92de2590e054a8ae422e4bd373b3
ITM put,110,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,60,250,hybrid,2026,2103,250,1.0698777,15.743520,16.953009794732,0.416179841920,0.076824610680,0.025012024285,0.128637197075,ff22092483ab23a947d41ac621359b0ae5f6bf3ef30278f0646625fdc7c372a8
ITM put,110,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,60,500,benchmark,2026,2103,500,0.1767521,15.743520,17.635102647148,0.813556398213,0.120149918643,0.018865673410,0.221434163875,27cf36f62400b0287829c91b7ef3c581dd5a92de2590e054a8ae422e4bd373b3
ITM put,110,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,60,500,hybrid,2026,2103,500,1.9226386,15.743520,16.245071514627,0.301198570439,0.031857647758,0.000000000000,0.069355564238,ff22092483ab23a947d41ac621359b0ae5f6bf3ef30278f0646625fdc7c372a8
ITM put,110,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,60,1000,benchmark,2026,2103,1000,0.173961900007,15.743520,17.239627297574,0.595676379810,0.095030037601,0.020870910263,0.169189164939,27cf36f62400b0287829c91b7ef3c581dd5a92de2590e054a8ae422e4bd373b3
ITM put,110,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,60,1000,hybrid,2026,2103,1000,3.7033651,15.743520,15.621422360766,0.210566590235,0.007755421865,0.000000000000,0.033970049652,ff22092483ab23a947d41ac621359b0ae5f6bf3ef30278f0646625fdc7c372a8
ITM put,110,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,60,2000,benchmark,2026,2103,1000,0.186304100003,15.743520,16.524053343190,0.430780800713,0.049578070418,0.000000000000,0.103208412895,27cf36f62400b0287829c91b7ef3c581dd5a92de2590e054a8ae422e4bd373b3
ITM put,110,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,60,2000,hybrid,2026,2103,1000,5.5315842,15.743520,15.533575433124,0.140013079244,0.013335300293,0.000000000000,0.030766321775,ff22092483ab23a947d41ac621359b0ae5f6bf3ef30278f0646625fdc7c372a8
ITM put,110,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,60,5000,benchmark,2026,2103,1000,0.208787000003,15.743520,15.920221270547,0.258435032073,0.011223746058,0.000000000000,0.043397787370,27cf36f62400b0287829c91b7ef3c581dd5a92de2590e054a8ae422e4bd373b3
ITM put,110,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,60,5000,hybrid,2026,2103,1000,10.7604606,15.743520,15.863384305811,0.091830249958,0.007613564553,0.000000000000,0.019046032636,ff22092483ab23a947d41ac621359b0ae5f6bf3ef30278f0646625fdc7c372a8
ITM put,110,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,60,10000,benchmark,2026,2103,1000,0.229135900001,15.743520,15.991035748949,0.180421572001,0.015721754026,0.000000000000,0.038183457706,27cf36f62400b0287829c91b7ef3c581dd5a92de2590e054a8ae422e4bd373b3
ITM put,110,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,60,10000,hybrid,2026,2103,1000,19.7385266,15.743520,15.658644942078,0.063915751535,0.005391110623,0.000000000000,0.013348344648,ff22092483ab23a947d41ac621359b0ae5f6bf3ef30278f0646625fdc7c372a8
ITM put,110,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,60,20000,benchmark,2026,2103,1000,0.284714100002,15.743520,15.917591138863,0.125813308451,0.011056684837,0.000000000000,0.026719896404,27cf36f62400b0287829c91b7ef3c581dd5a92de2590e054a8ae422e4bd373b3
ITM put,110,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,60,20000,hybrid,2026,2103,1000,37.4310414,15.743520,15.679793141352,0.045919937557,0.004047815142,0.000000000000,0.009764648329,ff22092483ab23a947d41ac621359b0ae5f6bf3ef30278f0646625fdc7c372a8
ITM put,110,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,60,40000,benchmark,2026,2103,1000,0.454055599999,15.743520,15.951548125796,0.089817952137,0.013213571412,0.002031625685,0.024395517139,27cf36f62400b0287829c91b7ef3c581dd5a92de2590e054a8ae422e4bd373b3
ITM put,110,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,60,40000,hybrid,2026,2103,1000,72.5940587,15.743520,15.754891359213,0.031626547576,0.000722288231,0.000000000000,0.004659656320,ff22092483ab23a947d41ac621359b0ae5f6bf3ef30278f0646625fdc7c372a8
ITM put,110,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,60,60000,benchmark,2026,2103,1000,0.615788099996,15.743520,15.860234504499,0.073241184658,0.007413494854,0.000000000000,0.016531704881,27cf36f62400b0287829c91b7ef3c581dd5a92de2590e054a8ae422e4bd373b3
ITM put,110,100,1,0.02,0.114,0.11,5.5,0.1,0.078,2.689,0.502,-0.982,-0.727,0.59,0.94,0.94,12,60,60000,hybrid,2026,2103,1000,108.2513558,15.743520,15.757383042580,0.025892296309,0.000880555465,0.000000000000,0.004104034126,ff22092483ab23a947d41ac621359b0ae5f6bf3ef30278f0646625fdc7c372a8
