paths,rel_error_pct,yerr_minus_pct,yerr_plus_pct
250,22.332848,7.741016,7.741016
1000,14.315480,3.881836,3.881836
5000,14.601453,1.712051,1.712051
10000,12.106136,1.179126,1.179126
20000,11.405507,0.852074,0.852074
40000,12.737609,0.581224,0.581224
60000,13.005796,0.476962,0.476962
