paths,rel_error_pct,yerr_minus_pct,yerr_plus_pct
250,25.918804,7.554222,7.554222
1000,18.257817,3.929650,3.929650
5000,15.940974,1.700883,1.700883
10000,12.897100,1.188884,1.188884
20000,13.154221,0.837044,0.837044
40000,14.328586,0.576925,0.576925
60000,14.614715,0.476601,0.476601
