paths,rel_error_pct,yerr_minus_pct,yerr_plus_pct
250,30.630766,10.083799,10.083799
1000,22.394870,4.824619,4.824619
5000,17.922367,2.090997,2.090997
10000,14.738288,1.437229,1.437229
20000,15.078009,1.016017,1.016017
40000,16.275654,0.692130,0.692130
60000,17.484540,0.575957,0.575957
