paths,rel_error_pct,yerr_minus_pct,yerr_plus_pct
250,24.570887,8.429151,8.429151
1000,16.674072,4.169599,4.169599
5000,16.279643,1.861529,1.861529
10000,13.154781,1.266015,1.266015
20000,12.437122,0.923292,0.923292
40000,13.779061,0.626431,0.626431
60000,14.211996,0.514215,0.514215
