paths,rel_error_pct,yerr_minus_pct,yerr_plus_pct
250,28.412643,8.313856,8.313856
1000,20.447402,4.229083,4.229083
5000,17.420258,1.848043,1.848043
10000,13.959720,1.285769,1.285769
20000,14.182362,0.904367,0.904367
40000,15.507812,0.621224,0.621224
60000,15.981199,0.513579,0.513579
