scenario,K,euler_steps,paths,method,runtime_seconds,reference_direct_price,price_direct,se_direct,rel_error_direct,rel_ci_lower_direct,rel_ci_upper_direct
K=70 put,70,60,250,benchmark,0.165109699999,3.363539,5.620072134316,0.830241247496,0.670880621368,0.187082798571,1.154678444165
K=70 put,70,60,250,hybrid,0.9753822,3.363539,4.278586455013,0.163735364246,0.272049009990,0.176637208931,0.367460811049
K=70 put,70,60,500,benchmark,0.160963100001,3.363539,4.653998857757,0.526490379540,0.383661333422,0.076865085810,0.690457581034
K=70 put,70,60,500,hybrid,1.8114383,3.363539,4.170247016794,0.101857072161,0.239839055469,0.180484946170,0.299193164768
K=70 put,70,60,1000,benchmark,0.166688099998,3.363539,4.629825453825,0.384730087065,0.376474437735,0.152284686807,0.600664188664
K=70 put,70,60,1000,hybrid,3.570405,3.363539,4.017806951229,0.078544047499,0.194517724108,0.148748570518,0.240286877698
K=70 put,70,60,2000,benchmark,0.170754300001,3.363539,3.977480971046,0.238483716394,0.182528572151,0.043559443465,0.321497700838
K=70 put,70,60,2000,hybrid,5.241071,3.363539,3.628398756844,0.049821789848,0.078744369203,0.049712237242,0.107776501164
K=70 put,70,60,5000,benchmark,0.191478500001,3.363539,4.166447294333,0.162514588221,0.238709375551,0.144008944573,0.333409806530
K=70 put,70,60,5000,hybrid,10.4811916,3.363539,3.974291353797,0.036157486293,0.181580280115,0.160510605247,0.202649954982
K=70 put,70,60,10000,benchmark,0.210157899999,3.363539,4.116348125358,0.111822528720,0.223814596875,0.158653421015,0.288975772735
K=70 put,70,60,10000,hybrid,19.1225507,3.363539,3.833161370273,0.023889284857,0.139621502909,0.125700749107,0.153542256710
K=70 put,70,60,20000,benchmark,0.2579295,3.363539,3.991107539348,0.077347140514,0.186579831347,0.141508138880,0.231651523813
K=70 put,70,60,20000,hybrid,36.5736404,3.363539,3.817909667081,0.017971400396,0.135087081518,0.124614794805,0.145559368230
K=70 put,70,60,40000,benchmark,0.403319499999,3.363539,3.988343479926,0.055998915947,0.185758060164,0.153126395939,0.218389724389
K=70 put,70,60,40000,hybrid,72.0494764,3.363539,3.850224380059,0.012000878005,0.144694436443,0.137701289971,0.151687582914
K=70 put,70,60,60000,benchmark,0.577001399999,3.363539,3.963553383225,0.044760397448,0.178387818076,0.152305058519,0.204470577634
K=70 put,70,60,60000,hybrid,113.1683317,3.363539,3.889461533686,0.009949457932,0.156359873837,0.150562129988,0.162157617686
