scenario,K,euler_steps,paths,method,runtime_seconds,reference_direct_price,price_direct,se_direct,rel_error_direct,rel_ci_lower_direct,rel_ci_upper_direct
K=70 put,70,48,250,benchmark,0.243506699990,2.699339,3.477720000000,0.586098000000,0.288359854024,0.000000000000,0.713927772688
K=70 put,70,48,250,hybrid,2.148868000004,2.699339,3.271976607217,0.120184090627,0.212139937673,0.124873826366,0.299406048979
K=70 put,70,48,500,benchmark,0.243942600006,2.699339,3.035969000000,0.395764000000,0.124708308219,0.000000000000,0.412074007748
K=70 put,70,48,500,hybrid,3.891669400007,2.699339,3.080832487370,0.072642211462,0.141328483518,0.088582705953,0.194074261082
K=70 put,70,48,1000,benchmark,0.291825799999,2.699339,3.130254000000,0.297557000000,0.159637229707,0.000000000000,0.375694464460
K=70 put,70,48,1000,hybrid,8.076251499995,2.699339,2.864903110798,0.057410627414,0.061335056767,0.019648988536,0.103021124997
K=70 put,70,48,2000,benchmark,0.278644000005,2.699339,3.025870000000,0.194888000000,0.120967021926,0.000000000000,0.262475917252
K=70 put,70,48,2000,hybrid,30.632338600000,2.699339,2.533964977423,0.034593910026,0.061264636482,0.036145870869,0.086383402095
K=70 put,70,48,5000,benchmark,0.622779099998,2.699339,2.865909000000,0.123221000000,0.061707699552,0.000000000000,0.151178921951
K=70 put,70,48,5000,hybrid,64.606148899999,2.699339,2.778144906066,0.024686891683,0.029194519868,0.011269276800,0.047119762936
K=70 put,70,48,10000,benchmark,0.464171200001,2.699339,2.806555000000,0.083948000000,0.039719353516,0.000000000000,0.100674305821
K=70 put,70,48,10000,hybrid,124.689848299997,2.699339,2.715475945366,0.016710304750,0.005978109962,0.000000000000,0.018111523849
K=70 put,70,48,20000,benchmark,0.433434400009,2.699339,2.804334000000,0.059206000000,0.038896559491,0.000000000000,0.081886254376
K=70 put,70,48,20000,hybrid,78.096941699972,2.699339,2.742244791411,0.012069471513,0.015894925169,0.007131237405,0.024658612933
K=70 put,70,48,40000,benchmark,1.029405000008,2.699339,2.752771000000,0.041656000000,0.019794475611,0.000000000000,0.050041050791
K=70 put,70,48,40000,hybrid,549.969555999996,2.699339,2.737787655564,0.008206816684,0.014243729878,0.008284730026,0.020202729729
K=70 put,70,48,60000,benchmark,0.932527699973,2.699339,2.801678000000,0.034296000000,0.037912614903,0.013010162858,0.062815066948
K=70 put,70,48,60000,hybrid,230.609672399936,2.699339,2.750801705179,0.006820850745,0.019064928554,0.014112283681,0.024017573428
