scenario,K,euler_steps,paths,method,runtime_seconds,reference_direct_price,price_direct,se_direct,rel_error_direct,rel_ci_lower_direct,rel_ci_upper_direct
OTM put,90,60,250,benchmark,0.249790799993,7.402999,9.893332000000,1.023118000000,0.336395155531,0.065516923614,0.607273387447
OTM put,90,60,250,hybrid,2.188420999999,7.402999,8.311613951083,0.253271324706,0.122736062923,0.055680563331,0.189791562515
OTM put,90,60,500,benchmark,0.234405299998,7.402999,8.322786000000,0.639457000000,0.124245187660,0.000000000000,0.293546266858
OTM put,90,60,500,hybrid,3.978112600002,7.402999,7.775961401747,0.163974740361,0.050379907082,0.006966353857,0.093793460306
OTM put,90,60,1000,benchmark,0.258416099998,7.402999,7.673420000000,0.468629000000,0.036528574433,0.000000000000,0.160601648062
OTM put,90,60,1000,hybrid,8.174659600001,7.402999,7.399802979736,0.120365060999,0.000431719667,0.000000000000,0.032299280308
OTM put,90,60,2000,benchmark,0.252894299992,7.402999,7.752639000000,0.310598000000,0.047229507933,0.000000000000,0.129462678571
OTM put,90,60,2000,hybrid,30.701491500004,7.402999,7.144110513591,0.078875976447,0.034970757987,0.014087746408,0.055853769566
OTM put,90,60,5000,benchmark,0.566554600009,7.402999,7.753773000000,0.204094000000,0.047382689097,0.000000000000,0.101418119873
OTM put,90,60,5000,hybrid,62.049125100006,7.402999,7.588459698043,0.055144497796,0.025052103619,0.010452180577,0.039652026662
OTM put,90,60,10000,benchmark,0.492152000006,7.402999,7.760165000000,0.143407000000,0.048246122956,0.010278034618,0.086214211295
OTM put,90,60,10000,hybrid,127.182585799994,7.402999,7.364511329678,0.037145031051,0.005198929558,0.000000000000,0.015033357587
OTM put,90,60,20000,benchmark,0.632588799999,7.402999,7.609592000000,0.100311000000,0.027906663232,0.001348566979,0.054464759485
OTM put,90,60,20000,hybrid,314.191678100004,7.402999,7.369673040015,0.027258818407,0.004501683708,0.000000000000,0.011718662135
OTM put,90,60,40000,benchmark,1.213964700000,7.402999,7.515521000000,0.069742000000,0.015199515764,0.000000000000,0.033664237966
OTM put,90,60,40000,hybrid,407.131707499997,7.402999,7.394897686359,0.018520796423,0.001094328615,0.000000000000,0.005997849605
OTM put,90,60,60000,benchmark,1.832632499994,7.402999,7.553583000000,0.056986000000,0.020340945609,0.005253470924,0.035428420293
OTM put,90,60,60000,hybrid,799.402310700010,7.402999,7.410079536168,0.015228472871,0.000956441595,0.000000000000,0.004988295013
