scenario,K,euler_steps,paths,method,runtime_seconds,reference_direct_price,price_direct,se_direct,rel_error_direct,rel_ci_lower_direct,rel_ci_upper_direct
K=80 put,80,48,250,benchmark,0.196602299999,4.961218,7.685092912455,0.949820082341,0.549033505977,0.173793522290,0.924273489664
K=80 put,80,48,250,hybrid,1.0428396,4.961218,6.467513931177,0.232189732607,0.303614138943,0.211884270207,0.395344007678
K=80 put,80,48,500,benchmark,0.1884539,4.961218,6.341721052530,0.596248913589,0.278258897821,0.042702252128,0.513815543514
K=80 put,80,48,500,hybrid,1.9661588,4.961218,6.089324580770,0.141929402564,0.227385005208,0.171313768462,0.283456241954
K=80 put,80,48,1000,benchmark,0.2059152,4.961218,6.616387909292,0.484705299592,0.333621685097,0.142131936571,0.525111433622
K=80 put,80,48,1000,hybrid,3.747907,4.961218,6.055633475610,0.114779336557,0.220594111287,0.175248895726,0.265939326847
K=80 put,80,48,2000,benchmark,0.1708039,4.961218,6.426386472339,0.326954372908,0.295324348243,0.166156355443,0.424492341042
K=80 put,80,48,2000,hybrid,5.3435751,4.961218,5.453033719610,0.070912296441,0.099132051768,0.071117136676,0.127146966861
K=80 put,80,48,5000,benchmark,0.184465699998,4.961218,5.948146773338,0.195771712271,0.198928725434,0.121586315556,0.276271135312
K=80 put,80,48,5000,hybrid,10.7061396,4.961218,5.865478107907,0.050071964552,0.182265747626,0.162484103175,0.202047392078
K=80 put,80,48,10000,benchmark,0.204982500001,4.961218,6.006623590458,0.141533061330,0.210715511888,0.154800855405,0.266630168371
K=80 put,80,48,10000,hybrid,20.7388825,4.961218,5.690882194338,0.034640814330,0.147073600543,0.133388252290,0.160758948795
K=80 put,80,48,20000,benchmark,0,4.961218,5.997603244359,0.099538584849,0.208897340201,0.169573201189,0.248221479214
K=80 put,80,48,20000,hybrid,0,4.961218,5.704094600756,0.024385828820,0.149736738187,0.140102768366,0.159370708008
K=80 put,80,48,40000,benchmark,0.359304,4.961218,5.864423762339,0.069020787666,0.182053230142,0.154785582595,0.209320877689
K=80 put,80,48,40000,hybrid,74.049647,4.961218,5.769991954519,0.016696481054,0.163019233285,0.156423050076,0.169615416494
K=80 put,80,48,60000,benchmark,0,4.961218,5.909525319274,0.056807239228,0.191144053592,0.168701542723,0.213586564461
K=80 put,80,48,60000,hybrid,0,4.961218,5.808938811566,0.013842647290,0.170869494460,0.165400759023,0.176338229897
