scenario,K,euler_steps,paths,method,runtime_seconds,reference_direct_price,price_direct,se_direct,rel_error_direct,rel_ci_lower_direct,rel_ci_upper_direct
K=80 put,80,60,250,benchmark,0.168473,4.961218,8.065698314918,1.037246293575,0.625749627394,0.215970670814,1.035528583974
K=80 put,80,60,250,hybrid,1.0457944,4.961218,6.252385209359,0.227649444643,0.260252060957,0.170315897801,0.350188224113
K=80 put,80,60,500,benchmark,0.172467,4.961218,6.603696140227,0.655437545891,0.331063488891,0.072123528996,0.590003448785
K=80 put,80,60,500,hybrid,1.8805712,4.961218,6.072596465296,0.141287368009,0.224013229271,0.168195637442,0.279830821099
K=80 put,80,60,1000,benchmark,0.171850800001,4.961218,6.535506081275,0.477933798232,0.317318868325,0.128504298086,0.506133438565
K=80 put,80,60,1000,hybrid,4.111568,4.961218,5.887260118378,0.111467969226,0.186656203855,0.142619191234,0.230693216476
K=80 put,80,60,2000,benchmark,0.212722,4.961218,5.998662525229,0.307230734997,0.209110852462,0.087734964405,0.330486740519
K=80 put,80,60,2000,hybrid,5.6472551,4.961218,5.433894104839,0.071434083328,0.095274205818,0.067053151366,0.123495260269
K=80 put,80,60,5000,benchmark,0.1859645,4.961218,6.032187328631,0.202610344304,0.215868226035,0.135824116940,0.295912335129
K=80 put,80,60,5000,hybrid,11.3874886,4.961218,5.834938241857,0.050475493559,0.176110028194,0.156168963847,0.196051092541
K=80 put,80,60,10000,benchmark,0.2481293,4.961218,6.030531294839,0.139656814725,0.215534430222,0.160361011747,0.270707848698
K=80 put,80,60,10000,hybrid,20.7382693,4.961218,5.650411655944,0.033800158773,0.138916220965,0.125562985692,0.152269456238
K=80 put,80,60,20000,benchmark,0.274653600001,4.961218,5.903986920811,0.097788554014,0.190027715132,0.151394950785,0.228660479479
K=80 put,80,60,20000,hybrid,37.6022762,4.961218,5.621666704515,0.025019688353,0.133122290638,0.123237905559,0.143006675717
K=80 put,80,60,40000,benchmark,0.413942700001,4.961218,5.810215862937,0.068859765495,0.171126901284,0.143922867845,0.198330934724
K=80 put,80,60,40000,hybrid,72.9293895,4.961218,5.680824609433,0.016848499262,0.145046359469,0.138390119297,0.151702599641
K=80 put,80,60,60000,benchmark,0.545177600001,4.961218,5.806870528668,0.055825402596,0.170452604314,0.148397982024,0.192507226604
K=80 put,80,60,60000,hybrid,119.6227687,4.961218,5.717882172571,0.013881542176,0.152515808128,0.147031706711,0.157999909545
