scenario,K,euler_steps,paths,method,runtime_seconds,reference_direct_price,price_direct,se_direct,rel_error_direct,rel_ci_lower_direct,rel_ci_upper_direct
ATM,100,60,250,benchmark,0.233140900003,11.356823,14.375328000000,1.257187000000,0.265787799986,0.048818096399,0.482757503573
ATM,100,60,250,hybrid,2.188560800001,11.356823,12.475933066379,0.338145372813,0.098540768521,0.040182464380,0.156899072663
ATM,100,60,500,benchmark,0.237707199994,11.356823,12.842014000000,0.764296000000,0.130775217682,0.000000000000,0.262680078751
ATM,100,60,500,hybrid,3.908261999997,11.356823,11.755077202931,0.230949034954,0.035067395427,0.000000000000,0.074925382868
ATM,100,60,1000,benchmark,0.271105399996,11.356823,12.258999000000,0.558268000000,0.079439117788,0.000000000000,0.175786950276
ATM,100,60,1000,hybrid,8.101309500009,11.356823,11.248860529268,0.164460772425,0.009506397232,0.000000000000,0.037889609153
ATM,100,60,2000,benchmark,0.263428499995,11.356823,11.917708000000,0.381997000000,0.049387491555,0.000000000000,0.115313861984
ATM,100,60,2000,hybrid,31.394902300002,11.356823,11.071590326827,0.108529746739,0.025115533911,0.006385092870,0.043845974951
ATM,100,60,5000,benchmark,0.468876899991,11.356823,11.693853000000,0.246454000000,0.029676433277,0.000000000000,0.072210321496
ATM,100,60,5000,hybrid,63.939515899998,11.356823,11.543939414220,0.074022410007,0.016476123139,0.003701078251,0.029251168028
ATM,100,60,10000,benchmark,0.461394799990,11.356823,11.671445000000,0.170776000000,0.027703346262,0.000000000000,0.057176462114
ATM,100,60,10000,hybrid,129.780828099989,11.356823,11.276103756838,0.050558918157,0.007107554918,0.000000000000,0.015833188802
ATM,100,60,20000,benchmark,0.672309600006,11.356823,11.568516000000,0.120950000000,0.018640160193,0.000000000000,0.039514131725
ATM,100,60,20000,hybrid,318.698966600001,11.356823,11.293448971740,0.036672564811,0.005580260277,0.000000000000,0.011909339019
ATM,100,60,40000,benchmark,2.526109200000,11.356823,11.521846000000,0.084464000000,0.014530736281,0.000000000000,0.029107827075
ATM,100,60,40000,hybrid,404.258488899999,11.356823,11.341938649784,0.025104352757,0.001310608628,0.000000000000,0.005643205113
ATM,100,60,60000,benchmark,1.835872300013,11.356823,11.517470000000,0.069382000000,0.014145417253,0.002171230458,0.026119604048
ATM,100,60,60000,hybrid,798.967930400002,11.356823,11.350391289819,0.020589456193,0.000566330054,0.000000000000,0.004119729991
