scenario,K,euler_steps,paths,method,runtime_seconds,reference_direct_price,price_direct,se_direct,rel_error_direct,rel_ci_lower_direct,rel_ci_upper_direct
K=70 put,70,60,250,benchmark,0.390631800008,2.699339,3.748822000000,0.623756000000,0.388792589593,0.000000000000,0.841704120898
K=70 put,70,60,250,hybrid,1.922538600003,2.699339,3.297618120980,0.115920441037,0.221639120162,0.137468860542,0.305809379782
K=70 put,70,60,500,benchmark,0.298845199999,2.699339,2.905715000000,0.382400000000,0.076454272694,0.000000000000,0.354116322552
K=70 put,70,60,500,hybrid,4.630445799994,2.699339,3.049680963002,0.072197791333,0.129788056632,0.077364974162,0.182211139103
K=70 put,70,60,1000,benchmark,0.412978500011,2.699339,3.089846000000,0.294972000000,0.144667639003,0.000000000000,0.358847895726
K=70 put,70,60,1000,hybrid,8.485592800003,2.699339,2.802667363728,0.052208328366,0.038279135643,0.000370475931,0.076187795355
K=70 put,70,60,2000,benchmark,0.389062400005,2.699339,2.746085000000,0.179478000000,0.017317572932,0.000000000000,0.147637210443
K=70 put,70,60,2000,hybrid,23.906947900003,2.699339,2.520649659346,0.033727318049,0.066197443394,0.041707913411,0.090686973378
K=70 put,70,60,5000,benchmark,0.436472599991,2.699339,2.934065000000,0.125314000000,0.086956843879,0.000000000000,0.177947801295
K=70 put,70,60,5000,hybrid,50.146641500003,2.699339,2.824378545026,0.025342252360,0.046322282983,0.027921180111,0.064723385855
K=70 put,70,60,10000,benchmark,0.489523099997,2.699339,2.853349000000,0.084506000000,0.057054708579,0.000000000000,0.118414826741
K=70 put,70,60,10000,hybrid,100.795105599987,2.699339,2.734415943747,0.016504049961,0.012994641928,0.001010990403,0.024978293453
K=70 put,70,60,20000,benchmark,0.765210000012,2.699339,2.807243000000,0.059501000000,0.039974230728,0.000000000000,0.083178126201
K=70 put,70,60,20000,hybrid,338.030535200000,2.699339,2.729042317395,0.012464900950,0.011003922588,0.001953112052,0.020054733125
K=70 put,70,60,40000,benchmark,1.160242400001,2.699339,2.809935000000,0.042543000000,0.040971511915,0.010080882764,0.071862141065
K=70 put,70,60,40000,hybrid,445.155804099995,2.699339,2.715494761025,0.008297710250,0.005985080431,0.000000000000,0.012010078436
K=70 put,70,60,60000,benchmark,1.564706999998,2.699339,2.764764000000,0.033891000000,0.024237415160,0.000000000000,0.048845795211
K=70 put,70,60,60000,hybrid,544.452176899998,2.699339,2.734852635808,0.006877747117,0.013156419334,0.008162461795,0.018150376873
