scenario,K,euler_steps,paths,method,runtime_seconds,reference_direct_price,price_direct,se_direct,rel_error_direct,rel_ci_lower_direct,rel_ci_upper_direct
ATM,100,48,250,benchmark,0.156496400001,9.921221,14.441980185510,1.327969485472,0.455665606634,0.193316830054,0.718014383213
ATM,100,48,250,hybrid,0.981405300001,9.921221,12.492613572077,0.382381075758,0.259181059678,0.183639258070,0.334722861285
ATM,100,48,500,benchmark,0.1637574,9.921221,13.040765759249,0.853420206825,0.314431536123,0.145832972965,0.483030099282
ATM,100,48,500,hybrid,1.8182724,9.921221,11.935911367227,0.251408131599,0.203068792362,0.153401524801,0.252736059923
ATM,100,48,1000,benchmark,0.163742100001,9.921221,12.184360117042,0.657242674438,0.228110946933,0.098268496906,0.357953396960
ATM,100,48,1000,hybrid,3.5199134,9.921221,11.732554335781,0.198911797491,0.182571614500,0.143275329992,0.221867899008
ATM,100,48,2000,benchmark,0.1709407,9.921221,12.374302137123,0.467653713409,0.247255971530,0.154868020664,0.339643922397
ATM,100,48,2000,hybrid,5.2975331,9.921221,10.945397323260,0.126183041375,0.103230874835,0.078302616398,0.128159133271
ATM,100,48,5000,benchmark,0.188634599999,9.921221,11.722863138841,0.280377908158,0.181594799556,0.126204369286,0.236985229825
ATM,100,48,5000,hybrid,10.453225,9.921221,11.502696507435,0.086095615501,0.159403314112,0.142394580370,0.176412047853
ATM,100,48,10000,benchmark,0.2024846,9.921221,11.617842995179,0.193904191328,0.171009394426,0.132702394209,0.209316394644
ATM,100,48,10000,hybrid,19.3889424,9.921221,11.200708716939,0.060179177762,0.128964743043,0.117075965602,0.140853520484
ATM,100,48,20000,benchmark,0,9.921221,11.642443279590,0.137850319522,0.173488956610,0.146255753533,0.200722159687
ATM,100,48,20000,hybrid,0,9.921221,11.226218119707,0.042369668451,0.131535938944,0.123165542784,0.139906335104
ATM,100,48,40000,benchmark,0.356507099999,9.921221,11.505319056303,0.096701553627,0.159667651421,0.140563647478,0.178771655365
ATM,100,48,40000,hybrid,72.3675207,9.921221,11.342728820263,0.029202889933,0.143279523787,0.137510308055,0.149048739518
ATM,100,48,60000,benchmark,0,9.921221,11.508319355383,0.080013401176,0.159970063703,0.144162909896,0.175777217511
ATM,100,48,60000,hybrid,0,9.921221,11.371116101548,0.024124675674,0.146140792706,0.141374810341,0.150906775070
