scenario,K,euler_steps,paths,method,runtime_seconds,reference_direct_price,price_direct,se_direct,rel_error_direct,rel_ci_lower_direct,rel_ci_upper_direct
ATM,100,60,250,benchmark,0.162089899999,9.921221,14.494904046929,1.369055078703,0.461000016725,0.190534521171,0.731465512278
ATM,100,60,250,hybrid,0.982617399999,9.921221,12.136844920010,0.391836257208,0.223321698006,0.145911965461,0.300731430550
ATM,100,60,500,benchmark,0.161335700001,9.921221,12.933758627623,0.863833018775,0.303645854439,0.132990174377,0.474301534501
ATM,100,60,500,hybrid,1.8135885,9.921221,11.770837291407,0.257368020654,0.186430308468,0.135585627104,0.237274989831
ATM,100,60,1000,benchmark,0.1664781,9.921221,12.353241839169,0.655713878389,0.245133218902,0.115592792210,0.374673645594
ATM,100,60,1000,hybrid,3.4982101,9.921221,11.341428544796,0.196491542479,0.143148463762,0.104330315950,0.181966611575
ATM,100,60,2000,benchmark,0.167540499999,9.921221,11.820755814476,0.448588648043,0.191461798349,0.102840271808,0.280083324889
ATM,100,60,2000,hybrid,5.251991,9.921221,10.920112934789,0.127790035841,0.100682359035,0.075436628671,0.125928089399
ATM,100,60,5000,benchmark,0.189132699999,9.921221,11.518799776846,0.280652719092,0.161026427780,0.105581706871,0.216471148689
ATM,100,60,5000,hybrid,10.4391604,9.921221,11.369800377448,0.086660911810,0.146008175551,0.128887763946,0.163128587156
ATM,100,60,10000,benchmark,0.216129800001,9.921221,11.700801236022,0.195487473675,0.179371091121,0.140751303455,0.217990878786
ATM,100,60,10000,hybrid,19.1558552,9.921221,11.122235843349,0.059685235156,0.121055144659,0.109263948706,0.132846340612
ATM,100,60,20000,benchmark,0.258552700001,9.921221,11.462118298630,0.137987303440,0.155313272291,0.128053007174,0.182573537408
ATM,100,60,20000,hybrid,36.8730243,9.921221,11.052725314521,0.043130444089,0.114048897260,0.105528205057,0.122569589462
ATM,100,60,40000,benchmark,0.3951055,9.921221,11.392398535314,0.095716560607,0.148285935301,0.129376522963,0.167195347640
ATM,100,60,40000,hybrid,72.0846343,9.921221,11.184885314851,0.029420525545,0.127369838334,0.121557627311,0.133182049358
ATM,100,60,60000,benchmark,0.545285100001,9.921221,11.373201346215,0.078966782636,0.146350972951,0.130750585260,0.161951360642
ATM,100,60,60000,hybrid,106.5434865,9.921221,11.211492599736,0.024142973953,0.130051694216,0.125282096910,0.134821291521
