scenario,euler_steps,method,runtime_seconds,benchmark_direct_reference,benchmark_low_reference,price_direct,se_direct,rel_error_direct,rel_ci_lower_direct,rel_ci_upper_direct,price_low,se_low,rel_error_low,rel_ci_lower_low,rel_ci_upper_low,direct_low_gap
ATM,60,benchmark,0.0,11.371204,11.348587,11.381616,0.016633,0.0009156462235660142,0.0,0.0037825968120876715,11.357803,0.0166,0.0008120834778814609,0.0,0.003679048325575746,-0.0020922336511791256
ATM,60,hybrid,0.0,11.371204,11.348587,11.350391289818884,0.020589456192819607,0.0018302996042562295,0.0,0.005379205607343162,11.39252223827736,0.06691014929781257,0.0038714280709448586,0.0,0.015427394696896917,0.0037118498721949084
OTM put,60,benchmark,0.0,7.426156,7.406685,7.435732,0.013785,0.0012894962077284707,0.0,0.0049277984464640824,7.415447,0.013747,0.001182985370648264,0.0,0.004820796348163788,-0.002728043452883918
OTM put,60,hybrid,0.0,7.426156,7.406685,7.410079536167849,0.015228472870602434,0.002164843269135532,0.0,0.006184124149631578,7.452583743354395,0.05462108840858271,0.00619693470890071,0.0,0.020651084342754693,0.005735998780996426
