scenario,S0,K,T,benchmark_direct_price,benchmark_direct_error,benchmark_low_price,benchmark_low_error,hybrid_direct_price,hybrid_direct_error,hybrid_low_price,hybrid_low_error,hybrid_direct_rel_error,hybrid_low_rel_error,benchmark_direct_low_gap,hybrid_direct_low_gap
ATM,100.0,100.0,1.0,11.371204,0.01659,11.348587,0.016578,11.359836357069149,0.020646168545207986,11.320776351603028,0.06760801995166392,0.0009996868344681507,0.0024505824731283488,-0.001988971440491291,-0.003438430294096112
ITM put,100.0,110.0,1.0,16.637388,0.018957,16.627006,0.018942,16.68064071220793,0.02607542197796687,16.597059921133916,0.07901036253770317,0.0025997297296863633,0.0018010505839768092,-0.0006240162217771137,-0.00501064632444504
OTM put,100.0,90.0,1.0,7.426156,0.013741,7.406685,0.013738,7.41477837670336,0.015361945160201753,7.402772234277927,0.055072366538334735,0.0015321013047180272,0.0005282748924887446,-0.002621948690547216,-0.001619217974626872
