scenario,K,euler_steps,method,runtime_seconds,reference_direct_price,reference_direct_error,price_direct,se_direct,direct_ci_lower,direct_ci_upper,rel_error_direct,rel_ci_lower_direct,rel_ci_upper_direct
K=70 put,70.0,12,benchmark,0.526837799930945,2.699339,0.007474,3.132823,0.037017,3.06026968,3.20537632,0.1605889441822609,0.13371076400555842,0.1874671243589634
K=70 put,70.0,12,hybrid,229.57680750009604,2.699339,0.007474,3.151099394393082,0.006606081538933529,3.1381514745767722,3.164047314209392,0.1673596367084986,0.16256293654734438,0.1721563368696528
K=70 put,70.0,24,benchmark,0.7373871000017971,2.699339,0.007474,2.908805,0.035778,2.8386801200000003,2.97892988,0.07759899738417439,0.051620459675498366,0.10357753509285042
K=70 put,70.0,24,hybrid,245.04413489997387,2.699339,0.007474,2.896302822740215,0.006782900588303959,2.8830083375871394,2.9095973078932906,0.07296742748510462,0.06804233836029458,0.07789251660991467
K=70 put,70.0,48,benchmark,1.0306646001990885,2.699339,0.007474,2.801678,0.034296,2.7344578399999997,2.86889816,0.03791261490312989,0.013010162858388494,0.06281506694787128
K=70 put,70.0,48,hybrid,239.68073899997398,2.699339,0.007474,2.7508017051792146,0.006820850745047717,2.737432837718921,2.7641705726395083,0.019064928554440353,0.014112283680901446,0.024017573427979264
K=70 put,70.0,72,benchmark,1.2447176000569016,2.699339,0.007474,2.766338,0.034333,2.69904532,2.83363068,0.02482052087566624,0.0,0.04974983875682158
K=70 put,70.0,72,hybrid,238.8214688000735,2.699339,0.007474,2.7221971421816824,0.00690799772458427,2.708657466641497,2.7357368177218677,0.008468051690314646,0.0034521290736350403,0.013483974306994254
K=70 put,70.0,120,benchmark,1.7166552999988198,2.699339,0.007474,2.693649,0.033684,2.62762836,2.7596696400000003,0.0021079234582984845,0.0,0.02656600004667811
K=70 put,70.0,120,hybrid,246.13495080010034,2.699339,0.007474,2.6934137821857997,0.0069261064470298355,2.679838613549621,2.7069889508219784,0.0021950625001900138,0.0,0.007224133927001796
