"scenario","K","euler_steps","method","runtime_seconds","reference_direct_price","price_direct","se_direct","ci_width_direct","rel_error_direct"
"ITM put","110.0","24","benchmark","0.7262155001517385","16.645784","16.9664","0.079271","0.31074231999999996","0.019261093379560924"
"ITM put","110.0","24","hybrid","244.70622360007837","16.645784","16.973104094836657","0.025929025733942436","0.10164178087705435","0.019663843699801578"
"ITM put","110.0","48","benchmark","1.0395847999025136","16.645784","16.729168","0.079542","0.31180464","0.005009316473168362"
"ITM put","110.0","48","hybrid","242.28454559994861","16.645784","16.718825358519364","0.026147108675293514","0.10249666600715057","0.00438797947392356"
"ITM put","110.0","72","benchmark","1.1810765999834985","16.645784","16.785116","0.080321","0.31485832","0.008370407786139697"
"ITM put","110.0","72","hybrid","238.75022940011695","16.645784","16.653809479285375","0.026208141177144907","0.10273591341440803","0.0004821328502986571"
"ITM put","110.0","96","benchmark","1.4508613999933004","16.645784","16.705637","0.077739","0.30473688","0.0035956852497906005"
"ITM put","110.0","96","hybrid","236.1621350001078","16.645784","16.632334251891823","0.026163983381205944","0.10256281485432729","0.0008079972747559321"
"ATM","100.0","24","benchmark","0.7055473001673818","11.356823","11.6311","0.069024","0.27057408","0.02415085627380119"
"ATM","100.0","24","hybrid","245.8673624000512","11.356823","11.650939852153769","0.020364849141636127","0.07983020863521362","0.025897810695277076"
"ATM","100.0","48","benchmark","0.899310200009495","11.356823","11.496757","0.069573","0.27272616","0.012321579723484308"
"ATM","100.0","48","hybrid","236.9439397000242","11.356823","11.391167849488118","0.020572774006637238","0.08064527410601798","0.0030241599686917724"
"ATM","100.0","72","benchmark","1.245456799864769","11.356823","11.496193","0.069157","0.27109543999999997","0.012271917947475236"
"ATM","100.0","72","hybrid","241.84406110015698","11.356823","11.332296320655967","0.020667860122890916","0.0810180116817324","0.002159642652177752"
"ATM","100.0","96","benchmark","1.3374487000983208","11.356823","11.392029","0.067227","0.26352983999999996","0.0030999866776122613"
"ATM","100.0","96","hybrid","246.57894950010814","11.356823","11.310017424277275","0.020632517081244722","0.0808794669584793","0.004121361733182376"
"OTM put","90.0","24","benchmark","0.6968568000011146","7.402999","7.663824","0.058329","0.22864968","0.03523234300045153"
"OTM put","90.0","24","hybrid","237.80741030001082","7.402999","7.679238807152714","0.015019546059991912","0.0588766205551683","0.03731458117888627"
"OTM put","90.0","48","benchmark","0.9826978999190032","7.402999","7.53398","0.057264","0.22447488000000002","0.01769296470254816"
"OTM put","90.0","48","hybrid","245.20346180000342","7.402999","7.441944083913443","0.015181562503177471","0.059511725012455684","0.005260717165224853"
"OTM put","90.0","72","benchmark","1.1594593001063913","7.402999","7.503911","0.05675","0.22246","0.01363123242350838"
"OTM put","90.0","72","hybrid","240.14682690007612","7.402999","7.392731949329618","0.015293565586993102","0.05995077710101296","0.0013868772196757504"
"OTM put","90.0","96","benchmark","1.4014325998723507","7.402999","7.411275","0.055998","0.21951215999999998","0.0011179253164831586"
"OTM put","90.0","96","hybrid","238.436915300088","7.402999","7.369733503525011","0.015258827382606227","0.05981460333981641","0.004493516272930635"
"K=80 put","80.0","24","benchmark","0.6532658999785781","4.596899","4.842198","0.046816","0.18351872000000002","0.05336184240724022"
"K=80 put","80.0","24","hybrid","247.32144759991206","4.596899","4.844431963415905","0.01042551327602915","0.04086801204203427","0.05384781423648982"
"K=80 put","80.0","48","benchmark","0.905051700072363","4.596899","4.728836","0.045527","0.17846584","0.028701304944920618"
"K=80 put","80.0","48","hybrid","236.50900980015285","4.596899","4.648764493296767","0.010520496057790553","0.041240344546538965","0.011282713258822364"
"K=80 put","80.0","72","benchmark","1.1711855998728424","4.596899","4.662578","0.044924","0.17610208","0.014287675234979117"
"K=80 put","80.0","72","hybrid","230.58301419997588","4.596899","4.6100832357938515","0.01062949713610667","0.04166762877353814","0.0028680716704569454"
"K=80 put","80.0","96","benchmark","1.3937794000376016","4.596899","4.621292","0.044631","0.17495351999999997","0.005306403294917025"
"K=80 put","80.0","96","hybrid","230.06905729998834","4.596899","4.58920202261038","0.010590848285707652","0.041516125279973996","0.001674384707956397"
"K=70 put","70.0","24","benchmark","0.6616489000152797","2.699339","2.908805","0.035778","0.14024975999999997","0.07759899738417439"
"K=70 put","70.0","24","hybrid","230.71510270005092","2.699339","2.896302822740215","0.006782900588303959","0.02658897030615152","0.07296742748510462"
"K=70 put","70.0","48","benchmark","0.9325276999734342","2.699339","2.801678","0.034296","0.13444032","0.03791261490312989"
"K=70 put","70.0","48","hybrid","230.60967239993624","2.699339","2.7508017051792146","0.006820850745047717","0.02673773492058705","0.019064928554440353"
"K=70 put","70.0","72","benchmark","1.2076328999828547","2.699339","2.766338","0.034333","0.13458536000000001","0.02482052087566624"
"K=70 put","70.0","72","hybrid","233.90005489997566","2.699339","2.7221971421816824","0.00690799772458427","0.027079351080370337","0.008468051690314646"
"K=70 put","70.0","96","benchmark","1.3845324001740664","2.699339","2.711129","0.033759","0.13233528","0.004367735953135181"
"K=70 put","70.0","96","hybrid","230.5006513001863","2.699339","2.706465614127036","0.006861383442933554","0.026896623096299532","0.0026401330574025187"
