paths,rel_error_pct,yerr_minus_pct,yerr_plus_pct
250,14.462742,6.758636,6.758636
1000,3.525621,3.444109,3.444109
5000,2.137054,1.485899,1.485899
10000,0.561727,0.561727,1.025074
20000,0.215645,0.215645,0.725471
40000,0.724906,0.502487,0.502487
60000,0.641657,0.414184,0.414184
