paths,rel_error_pct,yerr_minus_pct,yerr_plus_pct
250,7.682461,5.181259,5.181259
1000,0.775542,0.775542,2.621463
5000,0.761356,0.761356,1.143247
10000,0.539111,0.539111,0.795723
20000,0.404782,0.404782,0.571683
40000,0.072229,0.072229,0.393737
60000,0.088056,0.088056,0.322348
