paths,rel_error_pct,yerr_minus_pct,yerr_plus_pct
250,10.102478,6.040012,6.040012
1000,0.807263,0.807263,2.961635
5000,1.395866,1.319363,1.319363
10000,0.726619,0.726619,0.908809
20000,0.678362,0.657382,0.657382
40000,0.149707,0.149707,0.450637
60000,0.048946,0.048946,0.368893
