scenario,S0,K,T,benchmark_direct_price,benchmark_direct_error,benchmark_low_price,benchmark_low_error,hybrid_direct_price,hybrid_direct_error,hybrid_low_price,hybrid_low_error,hybrid_direct_rel_error,hybrid_low_rel_error,benchmark_direct_low_gap,hybrid_direct_low_gap
ATM,100.0,100.0,1.0,10.373823838906436,0.01458226258275044,10.35449685183988,0.014564691965253696,10.28674625433587,0.011403060389448407,10.37680261523932,0.10054510062419125,0.008393971781551332,0.0021542102642560855,-0.0018630533317975997,0.008754601180668875
ITM put,100.0,110.0,1.0,15.367020063811147,0.015981026513630217,15.35691805718049,0.015966322802746756,15.31132544626472,0.015193120637582437,15.437225137963257,0.1136113572721439,0.0036242952319419644,0.005229374831834642,-0.0006573822763755385,0.008222651405352435
OTM put,100.0,90.0,1.0,6.708403366348338,0.012260239430655396,6.69032555632628,0.012248892659294285,6.690824836265604,0.008034432533425496,6.757116666304306,0.08368729088098717,0.0026203746439746813,0.009983237649006379,-0.0026948006902421428,0.009907871101240985
