scenario,S0,K,T,benchmark_direct_price,benchmark_direct_error,benchmark_low_price,benchmark_low_error,hybrid_direct_price,hybrid_direct_error,hybrid_low_price,hybrid_low_error,hybrid_direct_rel_error,hybrid_low_rel_error,benchmark_direct_low_gap,hybrid_direct_low_gap
ATM,100.0,100.0,1.0,10.54806031841278,0.018175862643038502,10.519124750400543,0.018145224703516188,10.484747616598286,0.01395800757047079,10.544420517733242,0.12586945080125533,0.0060023075241592205,0.0024047406921127498,-0.0027432122246899547,0.005691400815455818
ITM put,100.0,110.0,1.0,14.719727522499085,0.019787296806538516,14.691319561286926,0.019752021679844682,15.035798401555686,0.01805709204105161,14.798166643340974,0.14406325144218526,0.02147260393057464,0.007272803617695433,-0.0019299243935553053,-0.01580439906604002
OTM put,100.0,90.0,1.0,7.512185962589264,0.015707110906934062,7.496058215927124,0.015683144142434463,7.415154238889793,0.01042356053914107,7.5544930954135925,0.10560171527787751,0.012916576371070946,0.0077954143101917365,-0.002146877984977529,0.01879109348704011
