scenario,K,r,delta1,delta2,exercise_dates,euler_steps,paths,method,seed,low_seed,low_paths,runtime_seconds,reference_direct_price,price_direct,se_direct,rel_error_direct,rel_ci_lower_direct,rel_ci_upper_direct,engine_sha256
K=80 put,80,0.02,0.5,0.5,12,60,250,benchmark,2026,2103,250,0.1697561,4.961292,8.065698662437,1.037246292932,0.625725448620,0.215952604340,1.035498292901,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
K=80 put,80,0.02,0.5,0.5,12,60,250,hybrid,2026,2103,250,1.0361042,4.961292,6.252385197324,0.227649447242,0.260233261280,0.170298438538,0.350168084023,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
K=80 put,80,0.02,0.5,0.5,12,60,500,benchmark,2026,2103,500,0.172436999999,4.961292,6.603695832000,0.655437531892,0.331043573327,0.072107481174,0.589979665480,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
K=80 put,80,0.02,0.5,0.5,12,60,500,hybrid,2026,2103,500,1.9212342,4.961292,6.072596492884,0.141287368704,0.223994978099,0.168178218542,0.279811737657,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
K=80 put,80,0.02,0.5,0.5,12,60,1000,benchmark,2026,2103,1000,0.1770619,4.961292,6.535506009510,0.477933796208,0.317299205431,0.128487452249,0.506110958613,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
K=80 put,80,0.02,0.5,0.5,12,60,1000,hybrid,2026,2103,1000,3.6858347,4.961292,5.887260112725,0.111467968748,0.186638503181,0.142602147582,0.230674858781,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
K=80 put,80,0.02,0.5,0.5,12,60,2000,benchmark,2026,2103,1000,0.187841300001,4.961292,5.998662468878,0.307230732050,0.209092806647,0.087718730133,0.330466883162,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
K=80 put,80,0.02,0.5,0.5,12,60,2000,hybrid,2026,2103,1000,5.7745855,4.961292,5.433894108494,0.071434083212,0.095257870025,0.067037236550,0.123478503501,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
K=80 put,80,0.02,0.5,0.5,12,60,5000,benchmark,2026,2103,1000,0.211480400001,4.961292,6.032187342222,0.202610343737,0.215850093528,0.135807178553,0.295893008504,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
K=80 put,80,0.02,0.5,0.5,12,60,5000,hybrid,2026,2103,1000,11.4428557,4.961292,5.834938239188,0.050475493722,0.176092485423,0.156151718442,0.196033252404,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
K=80 put,80,0.02,0.5,0.5,12,60,10000,benchmark,2026,2103,1000,0.230972400001,4.961292,6.030531331279,0.139656814697,0.215516307300,0.160343711773,0.270688902827,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
K=80 put,80,0.02,0.5,0.5,12,60,10000,hybrid,2026,2103,1000,21.7987088,4.961292,5.650411654862,0.033800158760,0.138899233277,0.125546197179,0.152252269375,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
K=80 put,80,0.02,0.5,0.5,12,60,20000,benchmark,2026,2103,1000,0.309945899999,4.961292,5.903986967130,0.097788554435,0.190009974646,0.151377786358,0.228642162933,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
K=80 put,80,0.02,0.5,0.5,12,60,20000,hybrid,2026,2103,1000,41.3781405,4.961292,5.621666703692,0.025019688354,0.133105389421,0.123221151772,0.142989627070,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
K=80 put,80,0.02,0.5,0.5,12,60,40000,benchmark,2026,2103,1000,0.488354499999,4.961292,5.810215844144,0.068859765360,0.171109429589,0.143905801964,0.198313057214,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
K=80 put,80,0.02,0.5,0.5,12,60,40000,hybrid,2026,2103,1000,80.4532839,4.961292,5.680824609228,0.016848499257,0.145029280524,0.138373139635,0.151685421413,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
K=80 put,80,0.02,0.5,0.5,12,60,60000,benchmark,2026,2103,1000,0.603040399999,4.961292,5.806870497591,0.055825402569,0.170435140199,0.148380846875,0.192489433524,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
K=80 put,80,0.02,0.5,0.5,12,60,60000,hybrid,2026,2103,1000,117.5843571,4.961292,5.717882172928,0.013881542166,0.152498617886,0.147014598270,0.157982637501,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
