scenario,K,r,delta1,delta2,exercise_dates,euler_steps,paths,method,seed,low_seed,low_paths,runtime_seconds,reference_direct_price,price_direct,se_direct,rel_error_direct,rel_ci_lower_direct,rel_ci_upper_direct,engine_sha256
K=70 put,70,0.02,0.5,0.5,12,60,250,benchmark,2026,2103,250,0.173749200001,3.363539,5.620072225860,0.830241261965,0.670880648585,0.187082817356,1.154678479813,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
K=70 put,70,0.02,0.5,0.5,12,60,250,hybrid,2026,2103,250,1.0358402,3.363539,4.278586454016,0.163735366762,0.272049009694,0.176637207169,0.367460812219,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
K=70 put,70,0.02,0.5,0.5,12,60,500,benchmark,2026,2103,500,0.1714808,3.363539,4.653998759534,0.526490374268,0.383661304220,0.076865059679,0.690457548760,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
K=70 put,70,0.02,0.5,0.5,12,60,500,hybrid,2026,2103,500,1.9180745,3.363539,4.170247038808,0.101857072796,0.239839062014,0.180484952346,0.299193171682,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
K=70 put,70,0.02,0.5,0.5,12,60,1000,benchmark,2026,2103,1000,0.178316199999,3.363539,4.629825307478,0.384730081148,0.376474394225,0.152284646745,0.600664141705,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
K=70 put,70,0.02,0.5,0.5,12,60,1000,hybrid,2026,2103,1000,3.6833995,3.363539,4.017806950431,0.078544047068,0.194517723871,0.148748570532,0.240286877210,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
K=70 put,70,0.02,0.5,0.5,12,60,2000,benchmark,2026,2103,1000,0.181927200001,3.363539,3.977480860497,0.238483714645,0.182528539285,0.043559411617,0.321497666952,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
K=70 put,70,0.02,0.5,0.5,12,60,2000,hybrid,2026,2103,1000,5.5711181,3.363539,3.628398759370,0.049821789665,0.078744369954,0.049712238100,0.107776501807,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
K=70 put,70,0.02,0.5,0.5,12,60,5000,benchmark,2026,2103,1000,0.202233400001,3.363539,4.166447223392,0.162514587772,0.238709354460,0.144008923743,0.333409785177,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
K=70 put,70,0.02,0.5,0.5,12,60,5000,hybrid,2026,2103,1000,11.2022052,3.363539,3.974291351184,0.036157486442,0.181580279338,0.160510604383,0.202649954292,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
K=70 put,70,0.02,0.5,0.5,12,60,10000,benchmark,2026,2103,1000,0.232700699999,3.363539,4.116348156951,0.111822528807,0.223814606268,0.158653430357,0.288975782178,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
K=70 put,70,0.02,0.5,0.5,12,60,10000,hybrid,2026,2103,1000,20.5109176,3.363539,3.833161369582,0.023889284854,0.139621502704,0.125700748904,0.153542256503,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
K=70 put,70,0.02,0.5,0.5,12,60,20000,benchmark,2026,2103,1000,0.288015,3.363539,3.991107569132,0.077347140597,0.186579840202,0.141508147687,0.231651532716,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
K=70 put,70,0.02,0.5,0.5,12,60,20000,hybrid,2026,2103,1000,38.434345,3.363539,3.817909666512,0.017971400398,0.135087081348,0.124614794635,0.145559368062,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
K=70 put,70,0.02,0.5,0.5,12,60,40000,benchmark,2026,2103,1000,0.4439489,3.363539,3.988343474809,0.055998915829,0.185758058643,0.153126394487,0.218389722799,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
K=70 put,70,0.02,0.5,0.5,12,60,40000,hybrid,2026,2103,1000,75.8196931,3.363539,3.850224379931,0.012000877997,0.144694436405,0.137701289938,0.151687582872,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
K=70 put,70,0.02,0.5,0.5,12,60,60000,benchmark,2026,2103,1000,0.5959012,3.363539,3.963553370788,0.044760397456,0.178387814379,0.152305054817,0.204470573941,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
K=70 put,70,0.02,0.5,0.5,12,60,60000,hybrid,2026,2103,1000,113.2033764,3.363539,3.889461533892,0.009949457923,0.156359873898,0.150562130055,0.162157617742,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
