scenario,K,r,delta1,delta2,exercise_dates,euler_steps,paths,method,seed,low_seed,low_paths,runtime_seconds,reference_direct_price,price_direct,se_direct,rel_error_direct,rel_ci_lower_direct,rel_ci_upper_direct,engine_sha256
ITM put,110,0.02,0.5,0.5,12,60,250,benchmark,2026,2103,250,0.174237899999,13.857557,19.846383038318,1.601017877079,0.432170406250,0.205723923722,0.658616888777,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
ITM put,110,0.02,0.5,0.5,12,60,250,hybrid,2026,2103,250,1.0375798,13.857557,16.534298647498,0.486146831851,0.193161150086,0.124400993413,0.261921306759,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
ITM put,110,0.02,0.5,0.5,12,60,500,benchmark,2026,2103,500,0.172152499999,13.857557,18.102400663707,1.024729942549,0.306319769329,0.161382917372,0.451256621286,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
ITM put,110,0.02,0.5,0.5,12,60,500,hybrid,2026,2103,500,1.9123478,13.857557,16.153727602523,0.331535300518,0.165698081020,0.118806035833,0.212590126206,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
ITM put,110,0.02,0.5,0.5,12,60,1000,benchmark,2026,2103,1000,0.176410599999,13.857557,16.565860924553,0.692586198138,0.195438772112,0.097480023081,0.293397521143,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
ITM put,110,0.02,0.5,0.5,12,60,1000,hybrid,2026,2103,1000,3.6904912,13.857557,15.572642304648,0.247878092287,0.123765343678,0.088705696377,0.158824990980,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
ITM put,110,0.02,0.5,0.5,12,60,2000,benchmark,2026,2103,1000,0.1859272,13.857557,16.157626705274,0.511233492737,0.165979451160,0.093671060455,0.238287841864,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
ITM put,110,0.02,0.5,0.5,12,60,2000,hybrid,2026,2103,1000,5.4605467,13.857557,15.216641566327,0.162935969820,0.098075336535,0.075029824195,0.121120848875,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
ITM put,110,0.02,0.5,0.5,12,60,5000,benchmark,2026,2103,1000,0.212567099999,13.857557,15.868638159758,0.316488386664,0.145125230931,0.100361407274,0.189889054587,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
ITM put,110,0.02,0.5,0.5,12,60,5000,hybrid,2026,2103,1000,10.6997569,13.857557,15.647391895492,0.108331404529,0.129159482836,0.113837189529,0.144481776143,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
ITM put,110,0.02,0.5,0.5,12,60,10000,benchmark,2026,2103,1000,0.232247,13.857557,15.815104909471,0.216349074765,0.141262122138,0.110661909811,0.171862334466,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
ITM put,110,0.02,0.5,0.5,12,60,10000,hybrid,2026,2103,1000,19.5922138,13.857557,15.384332501655,0.075214554864,0.110176382580,0.099538105751,0.120814659408,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
ITM put,110,0.02,0.5,0.5,12,60,20000,benchmark,2026,2103,1000,0.309230500001,13.857557,15.720993218296,0.153822877813,0.134470759766,0.112714194701,0.156227324831,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
ITM put,110,0.02,0.5,0.5,12,60,20000,hybrid,2026,2103,1000,37.6014773,13.857557,15.314466115884,0.054055616406,0.105134629133,0.097489052921,0.112780205345,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
ITM put,110,0.02,0.5,0.5,12,60,40000,benchmark,2026,2103,1000,0.4575138,13.857557,15.576384844090,0.105974843418,0.124035415773,0.109046432282,0.139024399264,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
ITM put,110,0.02,0.5,0.5,12,60,40000,hybrid,2026,2103,1000,73.7888225,13.857557,15.468991188318,0.037012735532,0.116285589756,0.111050542796,0.121520636715,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
ITM put,110,0.02,0.5,0.5,12,60,60000,benchmark,2026,2103,1000,0.616807600001,13.857557,15.530999796497,0.086763914531,0.120760304035,0.108488496494,0.133032111575,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
ITM put,110,0.02,0.5,0.5,12,60,60000,hybrid,2026,2103,1000,111.9467898,13.857557,15.499695731883,0.030423367898,0.118501315339,0.114198262421,0.122804368257,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
