scenario,K,r,delta1,delta2,exercise_dates,euler_steps,paths,method,seed,low_seed,low_paths,runtime_seconds,reference_direct_price,price_direct,se_direct,rel_error_direct,rel_ci_lower_direct,rel_ci_upper_direct,engine_sha256
ATM,100,0.02,0.5,0.5,12,48,250,benchmark,2026,2103,250,0.1901554,9.921166,14.441980139816,1.327969475053,0.455673671806,0.193323442901,0.718023900711,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
ATM,100,0.02,0.5,0.5,12,48,250,hybrid,2026,2103,250,1.0610719,9.921166,12.492613590005,0.382381080924,0.259188042011,0.183645820602,0.334730263420,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
ATM,100,0.02,0.5,0.5,12,48,500,benchmark,2026,2103,500,0.184060399999,9.921166,13.040766156048,0.853420221438,0.314438862937,0.145839362231,0.483038363643,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
ATM,100,0.02,0.5,0.5,12,48,500,hybrid,2026,2103,500,1.9546222,9.921166,11.935911363708,0.251408132380,0.203075461464,0.153407918408,0.252743004519,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
ATM,100,0.02,0.5,0.5,12,48,1000,benchmark,2026,2103,1000,0.2217595,9.921166,12.184359760343,0.657242669436,0.228117719262,0.098274550416,0.357960888109,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
ATM,100,0.02,0.5,0.5,12,48,1000,hybrid,2026,2103,1000,4.1550549,9.921166,11.732554343123,0.198911797597,0.182578171066,0.143281668690,0.221874673442,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
ATM,100,0.02,0.5,0.5,12,48,2000,benchmark,2026,2103,1000,0.193530299999,9.921166,12.374302384465,0.467653714757,0.247262910878,0.154874447574,0.339651374182,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
ATM,100,0.02,0.5,0.5,12,48,2000,hybrid,2026,2103,1000,6.1869498,9.921166,10.945397322252,0.126183041508,0.103236990718,0.078308594060,0.128165387376,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
ATM,100,0.02,0.5,0.5,12,48,5000,benchmark,2026,2103,1000,0.2298273,9.921166,11.722863236226,0.280377908337,0.181601359782,0.126210622409,0.236992097155,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
ATM,100,0.02,0.5,0.5,12,48,5000,hybrid,2026,2103,1000,12.0344217,9.921166,11.502696509293,0.086095615553,0.159409741687,0.142400913644,0.176418569730,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
ATM,100,0.02,0.5,0.5,12,48,10000,benchmark,2026,2103,1000,0.2464279,9.921166,11.617842965535,0.193904190413,0.171015883167,0.132708670768,0.209323095566,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
ATM,100,0.02,0.5,0.5,12,48,10000,hybrid,2026,2103,1000,22.484774,9.921166,11.200708716940,0.060179177736,0.128971001689,0.117082158345,0.140859845033,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
ATM,100,0.02,0.5,0.5,12,48,20000,benchmark,2026,2103,1000,0.2833993,9.921166,11.642443281415,0.137850319360,0.173495462269,0.146262108251,0.200728816286,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
ATM,100,0.02,0.5,0.5,12,48,20000,hybrid,2026,2103,1000,40.0477291,9.921166,11.226218117313,0.042369668470,0.131542211602,0.123171769035,0.139912654169,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
ATM,100,0.02,0.5,0.5,12,48,40000,benchmark,2026,2103,1000,0.4102685,9.921166,11.505319028208,0.096701553687,0.159674077443,0.140569967581,0.178778187305,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
ATM,100,0.02,0.5,0.5,12,48,40000,hybrid,2026,2103,1000,77.289032,9.921166,11.342728822390,0.029202889936,0.143285862004,0.137516614289,0.149055109718,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
ATM,100,0.02,0.5,0.5,12,48,60000,benchmark,2026,2103,1000,0.5566022,9.921166,11.508319335625,0.080013401050,0.159976492241,0.144169250829,0.175783733654,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
ATM,100,0.02,0.5,0.5,12,48,60000,hybrid,2026,2103,1000,115.3762112,9.921166,11.371116103476,0.024124675669,0.146147146764,0.141381137980,0.150913155549,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
