scenario,K,r,delta1,delta2,exercise_dates,euler_steps,paths,method,seed,low_seed,low_paths,runtime_seconds,reference_direct_price,price_direct,se_direct,rel_error_direct,rel_ci_lower_direct,rel_ci_upper_direct,engine_sha256
ITM put,110,0.02,0.5,0.5,12,48,250,benchmark,2026,2103,250,0.16956,13.857557,19.706743203082,1.575271890400,0.422093605899,0.199288611831,0.644898599967,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
ITM put,110,0.02,0.5,0.5,12,48,250,hybrid,2026,2103,250,1.0467816,13.857557,17.095349317877,0.482122005412,0.233648132775,0.165457243818,0.301839021733,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
ITM put,110,0.02,0.5,0.5,12,48,500,benchmark,2026,2103,500,0.170552699999,13.857557,17.091572609141,0.996057506588,0.233375594929,0.092494145702,0.374257044157,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
ITM put,110,0.02,0.5,0.5,12,48,500,hybrid,2026,2103,500,1.9412826,13.857557,16.429564314387,0.320394932151,0.185603228216,0.140286866391,0.230919590041,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
ITM put,110,0.02,0.5,0.5,12,48,1000,benchmark,2026,2103,1000,0.178011299999,13.857557,16.579279602425,0.717085552871,0.196407101369,0.094983186343,0.297831016394,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
ITM put,110,0.02,0.5,0.5,12,48,1000,hybrid,2026,2103,1000,3.7568094,13.857557,16.070142557178,0.251779661325,0.159666350799,0.124054869194,0.195277832404,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
ITM put,110,0.02,0.5,0.5,12,48,2000,benchmark,2026,2103,1000,0.179293499999,13.857557,16.850484075554,0.519839889032,0.215977973286,0.142452301878,0.289503644694,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
ITM put,110,0.02,0.5,0.5,12,48,2000,hybrid,2026,2103,1000,5.4414587,13.857557,15.299815225346,0.161612339973,0.104077379970,0.081219080607,0.126935679333,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
ITM put,110,0.02,0.5,0.5,12,48,5000,benchmark,2026,2103,1000,0.196779899999,13.857557,15.896730206115,0.306537748385,0.147152431422,0.103796016807,0.190508846036,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
ITM put,110,0.02,0.5,0.5,12,48,5000,hybrid,2026,2103,1000,10.7515433,13.857557,15.815756840071,0.107509467010,0.141309167270,0.126103128043,0.156515206498,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
ITM put,110,0.02,0.5,0.5,12,48,10000,benchmark,2026,2103,1000,0.2213149,13.857557,15.883255064012,0.215724180784,0.146180027548,0.115668199645,0.176691855451,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
ITM put,110,0.02,0.5,0.5,12,48,10000,hybrid,2026,2103,1000,19.6017653,13.857557,15.493389099088,0.075453003815,0.118046211110,0.107374208283,0.128718213937,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
ITM put,110,0.02,0.5,0.5,12,48,20000,benchmark,2026,2103,1000,0.2760714,13.857557,15.855588255423,0.152863742581,0.144183513402,0.122562607533,0.165804419270,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
ITM put,110,0.02,0.5,0.5,12,48,20000,hybrid,2026,2103,1000,37.1452615,13.857557,15.529177172310,0.053158099402,0.120628778385,0.113110146145,0.128147410625,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
ITM put,110,0.02,0.5,0.5,12,48,40000,benchmark,2026,2103,1000,0.4093419,13.857557,15.729707597675,0.107921333671,0.135099613711,0.119835320445,0.150363906976,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
ITM put,110,0.02,0.5,0.5,12,48,40000,hybrid,2026,2103,1000,72.3332977,13.857557,15.653447881618,0.036814624157,0.129596499702,0.124389473431,0.134803525973,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
ITM put,110,0.02,0.5,0.5,12,48,60000,benchmark,2026,2103,1000,0.5506124,13.857557,15.613308940904,0.087807802116,0.126699961682,0.114280507651,0.139119415713,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
ITM put,110,0.02,0.5,0.5,12,48,60000,hybrid,2026,2103,1000,107.5335461,13.857557,15.686226862027,0.030398824375,0.131961922439,0.127662340934,0.136261503943,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
