scenario,K,r,delta1,delta2,exercise_dates,euler_steps,paths,method,seed,low_seed,low_paths,runtime_seconds,reference_direct_price,price_direct,se_direct,rel_error_direct,rel_ci_lower_direct,rel_ci_upper_direct,engine_sha256
K=80 put,80,0.02,0.5,0.5,12,48,250,benchmark,2026,2103,250,0.172064,4.961292,7.685092748088,0.949820063370,0.549010368285,0.173775988973,0.924244747597,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
K=80 put,80,0.02,0.5,0.5,12,48,250,hybrid,2026,2103,250,1.041511,4.961292,6.467513933656,0.232189736568,0.303594695425,0.211866193319,0.395323197532,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
K=80 put,80,0.02,0.5,0.5,12,48,500,benchmark,2026,2103,500,0.168894499999,4.961292,6.341721283467,0.596248923237,0.278239878537,0.042686742470,0.513793014604,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
K=80 put,80,0.02,0.5,0.5,12,48,500,hybrid,2026,2103,500,1.9124998,4.961292,6.089324572220,0.141929402947,0.227366696461,0.171296295893,0.283437097030,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
K=80 put,80,0.02,0.5,0.5,12,48,1000,benchmark,2026,2103,1000,0.1712568,4.961292,6.616387722679,0.484705300403,0.333601755889,0.142114863203,0.525088648576,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
K=80 put,80,0.02,0.5,0.5,12,48,1000,hybrid,2026,2103,1000,3.7155312,4.961292,6.055633473330,0.114779336663,0.220575905093,0.175231365836,0.265920444350,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
K=80 put,80,0.02,0.5,0.5,12,48,2000,benchmark,2026,2103,1000,0.179914099999,4.961292,6.426386505770,0.326954373532,0.295305034610,0.166138968166,0.424471101054,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
K=80 put,80,0.02,0.5,0.5,12,48,2000,hybrid,2026,2103,1000,5.6357783,4.961292,5.453033719316,0.070912296818,0.099115657638,0.071101160252,0.127130155024,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
K=80 put,80,0.02,0.5,0.5,12,48,5000,benchmark,2026,2103,1000,0.2012075,4.961292,5.948146817586,0.195771713938,0.198910851767,0.121569594829,0.276252108706,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
K=80 put,80,0.02,0.5,0.5,12,48,5000,hybrid,2026,2103,1000,11.3747933,4.961292,5.865478111024,0.050071964632,0.182248114206,0.162466764775,0.202029463636,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
K=80 put,80,0.02,0.5,0.5,12,48,10000,benchmark,2026,2103,1000,0.2431872,4.961292,6.006623534031,0.141533060724,0.210697442124,0.154783619874,0.266611264374,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
K=80 put,80,0.02,0.5,0.5,12,48,10000,hybrid,2026,2103,1000,20.6979898,4.961292,5.690882194234,0.034640814340,0.147056491381,0.133371347248,0.160741635513,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
K=80 put,80,0.02,0.5,0.5,12,48,20000,benchmark,2026,2103,1000,0.269574100001,4.961292,5.997603206475,0.099538584608,0.208879301294,0.169555748914,0.248202853673,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
K=80 put,80,0.02,0.5,0.5,12,48,20000,hybrid,2026,2103,1000,38.7038232,4.961292,5.704094599716,0.024385828821,0.149719589114,0.140085762988,0.159353415240,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
K=80 put,80,0.02,0.5,0.5,12,48,40000,benchmark,2026,2103,1000,0.3994764,4.961292,5.864423768638,0.069020787755,0.182035600533,0.154768359661,0.209302841405,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
K=80 put,80,0.02,0.5,0.5,12,48,40000,hybrid,2026,2103,1000,75.1632131,4.961292,5.769991956003,0.016696481065,0.163001886606,0.156405801778,0.169597971434,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
K=80 put,80,0.02,0.5,0.5,12,48,60000,benchmark,2026,2103,1000,0.535632499999,4.961292,5.909525308366,0.056807239096,0.191126284921,0.168684108845,0.213568460997,39434d62f1278fc907cedee0b8776cc816b2c81f40e6c1efd8c2883dd85885fe
K=80 put,80,0.02,0.5,0.5,12,48,60000,hybrid,2026,2103,1000,111.8230541,4.961292,5.808938811910,0.013842647288,0.170852030461,0.165383376593,0.176320684329,fe96b8c2d7b873d1cbfe97d8e8e64156078dd0ebb22581a4bb5fd77cf0ca7970
