scenario,K,S0,T,r,v0,vp0,kappa1,kappa2,theta,xi1,xi2,rho12,rho13,rho23,delta1,delta2,exercise_dates,euler_steps,paths,method,seed,low_seed,low_paths,runtime_seconds,reference_direct_price,price_direct,se_direct,ci_width_direct,rel_error_direct,rel_ci_lower_direct,rel_ci_upper_direct,engine_sha256
K=70 put,70.0,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,24,60000,benchmark,2026,2103,1000,0.417157600001,0.157901,0.154524382326,0.005048686947,0.019790852834,0.021384397023,0.000000000000,0.084052945145,721062177abdfee17262feac3ad2bd14a7731be7a819c070592cd68432d9c036
K=70 put,70.0,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,24,60000,hybrid,2026,2103,1000,111.383485,0.157901,0.175387901368,0.000324302107,0.001271264258,0.110745982408,0.106720471936,0.114771492881,ea01f2e4c70c994aa3a231106ca6f5b0b20ecac89b6bd3bfafb3998fb3b6bbf7
K=70 put,70.0,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,60000,benchmark,2026,2103,1000,0.544189700006,0.157901,0.161220959579,0.005037395889,0.019746591884,0.021025576653,0.000000000000,0.083553970660,721062177abdfee17262feac3ad2bd14a7731be7a819c070592cd68432d9c036
K=70 put,70.0,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,60000,hybrid,2026,2103,1000,114.5544487,0.157901,0.174748778135,0.000324797512,0.001273206247,0.106698362486,0.102666702627,0.110730022346,ea01f2e4c70c994aa3a231106ca6f5b0b20ecac89b6bd3bfafb3998fb3b6bbf7
K=70 put,70.0,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,72,60000,benchmark,2026,2103,1000,0.6788399,0.157901,0.159447081211,0.005309054583,0.020811493967,0.009791459274,0.000000000000,0.075691909452,721062177abdfee17262feac3ad2bd14a7731be7a819c070592cd68432d9c036
K=70 put,70.0,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,72,60000,hybrid,2026,2103,1000,111.4216565,0.157901,0.174081905585,0.000325910112,0.001277567641,0.102475003861,0.098429533470,0.106520474253,ea01f2e4c70c994aa3a231106ca6f5b0b20ecac89b6bd3bfafb3998fb3b6bbf7
K=70 put,70.0,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,96,60000,benchmark,2026,2103,1000,0.783485400003,0.157901,0.155590143077,0.005121794354,0.020077433866,0.014634846665,0.000000000000,0.078210865393,721062177abdfee17262feac3ad2bd14a7731be7a819c070592cd68432d9c036
K=70 put,70.0,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,96,60000,hybrid,2026,2103,1000,112.4792355,0.157901,0.174067741791,0.000326050308,0.001278117206,0.102385303392,0.098338092778,0.106432514006,ea01f2e4c70c994aa3a231106ca6f5b0b20ecac89b6bd3bfafb3998fb3b6bbf7
K=80 put,80.0,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,24,60000,benchmark,2026,2103,1000,0.418089799998,0.741358,0.744948682836,0.011719859472,0.045941849129,0.004843385835,0.000000000000,0.035828314256,721062177abdfee17262feac3ad2bd14a7731be7a819c070592cd68432d9c036
K=80 put,80.0,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,24,60000,hybrid,2026,2103,1000,114.5448808,0.741358,0.773751348349,0.000976946366,0.003829629755,0.043694609553,0.041111761755,0.046277457351,ea01f2e4c70c994aa3a231106ca6f5b0b20ecac89b6bd3bfafb3998fb3b6bbf7
K=80 put,80.0,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,60000,benchmark,2026,2103,1000,0.572113499999,0.741358,0.751979946967,0.011809042880,0.046291448088,0.014327689143,0.000000000000,0.045548400384,721062177abdfee17262feac3ad2bd14a7731be7a819c070592cd68432d9c036
K=80 put,80.0,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,60000,hybrid,2026,2103,1000,119.1153079,0.741358,0.769371149353,0.000978312782,0.003834986105,0.037786264332,0.035199804008,0.040372724655,ea01f2e4c70c994aa3a231106ca6f5b0b20ecac89b6bd3bfafb3998fb3b6bbf7
K=80 put,80.0,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,72,60000,benchmark,2026,2103,1000,0.710269300005,0.741358,0.735789261310,0.011823809686,0.046349333970,0.007511537868,0.000000000000,0.038771289546,721062177abdfee17262feac3ad2bd14a7731be7a819c070592cd68432d9c036
K=80 put,80.0,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,72,60000,hybrid,2026,2103,1000,118.9661794,0.741358,0.766830057645,0.000980435233,0.003843306113,0.034358646760,0.031766575107,0.036950718413,ea01f2e4c70c994aa3a231106ca6f5b0b20ecac89b6bd3bfafb3998fb3b6bbf7
K=80 put,80.0,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,96,60000,benchmark,2026,2103,1000,0.865665600002,0.741358,0.735040770951,0.011763047895,0.046111147748,0.008521158535,0.000000000000,0.039620268376,721062177abdfee17262feac3ad2bd14a7731be7a819c070592cd68432d9c036
K=80 put,80.0,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,96,60000,hybrid,2026,2103,1000,119.0269973,0.741358,0.766268853350,0.000982031604,0.003849563886,0.033601651766,0.031005359633,0.036197943899,ea01f2e4c70c994aa3a231106ca6f5b0b20ecac89b6bd3bfafb3998fb3b6bbf7
OTM put,90.0,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,24,60000,benchmark,2026,2103,1000,0.504125499996,2.503886,2.508314879036,0.021926446195,0.085951669085,0.001768802188,0.000000000000,0.018932456820,721062177abdfee17262feac3ad2bd14a7731be7a819c070592cd68432d9c036
OTM put,90.0,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,24,60000,hybrid,2026,2103,1000,115.8514036,2.503886,2.554137597455,0.001816832399,0.007121983004,0.020069443040,0.018647257085,0.021491628995,ea01f2e4c70c994aa3a231106ca6f5b0b20ecac89b6bd3bfafb3998fb3b6bbf7
OTM put,90.0,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,60000,benchmark,2026,2103,1000,0.594688599995,2.503886,2.538177169667,0.022256628108,0.087245982183,0.013695180079,0.000000000000,0.031117295579,721062177abdfee17262feac3ad2bd14a7731be7a819c070592cd68432d9c036
OTM put,90.0,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,48,60000,hybrid,2026,2103,1000,114.2308992,2.503886,2.539140580613,0.001828661025,0.007168351220,0.014079946377,0.012648501171,0.015511391582,ea01f2e4c70c994aa3a231106ca6f5b0b20ecac89b6bd3bfafb3998fb3b6bbf7
OTM put,90.0,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,72,60000,benchmark,2026,2103,1000,0.664821999999,2.503886,2.533891371612,0.022072369287,0.086523687604,0.011983521459,0.000000000000,0.029261402242,721062177abdfee17262feac3ad2bd14a7731be7a819c070592cd68432d9c036
OTM put,90.0,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,72,60000,hybrid,2026,2103,1000,109.9142168,2.503886,2.533138648862,0.001834003481,0.007189293645,0.011682899646,0.010247272456,0.013118526836,ea01f2e4c70c994aa3a231106ca6f5b0b20ecac89b6bd3bfafb3998fb3b6bbf7
OTM put,90.0,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,96,60000,benchmark,2026,2103,1000,0.774189900003,2.503886,2.495171027390,0.021907584218,0.085877730133,0.003480578832,0.000000000000,0.020629468624,721062177abdfee17262feac3ad2bd14a7731be7a819c070592cd68432d9c036
OTM put,90.0,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,96,60000,hybrid,2026,2103,1000,114.4635655,2.503886,2.530947937737,0.001840104245,0.007213208642,0.010807975178,0.009367572412,0.012248377945,ea01f2e4c70c994aa3a231106ca6f5b0b20ecac89b6bd3bfafb3998fb3b6bbf7
ATM,100.0,100,1,0.03,0.04,0.04,2,1,0.04,0.35,0.2,0.2,0.1,0.1,0.5,0.5,12,24,60000,benchmark,2026,2103,1000,0.465429099997,6.343052,6.364990430290,0.033801125165,0.132500410648,0.003458655280,0.000000000000,0.013903186607,721062177abdfee17262feac3ad2bd14a7731be7a819c070592cd68432d9c036
