paths,rel_error_pct,yerr_minus_pct,yerr_plus_pct
250,19.871672,6.791344,6.791344
1000,19.276834,3.552034,3.552034
5000,17.405833,1.577616,1.577616
10000,16.030195,1.103563,1.103563
20000,17.017214,0.786633,0.786633
40000,17.987456,0.543454,0.543454
60000,18.217175,0.451446,0.451446
