paths,rel_error_pct,yerr_minus_pct,yerr_plus_pct
250,22.885867,7.867069,7.867069
1000,22.198480,4.061626,4.061626
5000,19.828152,1.821978,1.821978
10000,18.155640,1.271205,1.271205
20000,19.393246,0.909311,0.909311
40000,20.507479,0.625258,0.625258
60000,20.808127,0.519966,0.519966
