paths,rel_error_pct,yerr_minus_pct,yerr_plus_pct
250,19.378717,8.871959,8.871959
1000,17.381115,4.133202,4.133202
5000,17.975590,1.820633,1.820633
10000,16.141099,1.259443,1.259443
20000,17.028019,0.918138,0.918138
40000,18.360458,0.624857,0.624857
60000,18.352019,0.515948,0.515948
