paths,rel_error_pct,yerr_minus_pct,yerr_plus_pct
250,19.470516,9.848330,9.848330
1000,17.953702,4.492972,4.492972
5000,18.614568,2.006931,2.006931
10000,16.484303,1.383897,1.383897
20000,17.583766,1.015019,1.015019
40000,18.824587,0.686339,0.686339
60000,18.864205,0.566785,0.566785
